id,speed(m/s)
2022_15_13_04-Jan-20.wav,10.8
2022_15_13_07-Jan-20.wav,9.89
2022_15_13_10-Jan-20.wav,8.56
2022_15_13_13-Jan-20.wav,8.16
2022_15_13_17-Jan-20.wav,8.54
2022_15_13_20-Jan-20.wav,7.19
2022_15_13_23-Jan-20.wav,8.65
2022_15_13_26-Jan-20.wav,9.73
2022_15_13_30-Jan-20.wav,10.09
2022_15_13_33-Jan-20.wav,9.65
2022_15_13_36-Jan-20.wav,9.51
2022_15_13_39-Jan-20.wav,10.6
2022_15_13_42-Jan-20.wav,10.66
2022_15_13_46-Jan-20.wav,10.49
2022_15_13_49-Jan-20.wav,9.87
2022_15_13_52-Jan-20.wav,9.68
2022_15_13_55-Jan-20.wav,10.33
2022_15_13_59-Jan-20.wav,10.25
2022_15_14_02-Jan-20.wav,8.52
2022_15_14_05-Jan-20.wav,7.95
2022_15_14_08-Jan-20.wav,8.47
2022_15_14_11-Jan-20.wav,9.31
2022_15_14_15-Jan-20.wav,9.48
2022_15_14_18-Jan-20.wav,7.99
2022_15_14_21-Jan-20.wav,5.86
2022_15_14_24-Jan-20.wav,6.07
2022_15_14_27-Jan-20.wav,8.51
2022_15_14_31-Jan-20.wav,10.09
2022_15_14_34-Jan-20.wav,10.42
2022_15_14_37-Jan-20.wav,10.43
2022_15_14_40-Jan-20.wav,9.52
2022_15_14_44-Jan-20.wav,9.53
2022_15_14_47-Jan-20.wav,10.31
2022_15_14_50-Jan-20.wav,10.12
2022_15_14_53-Jan-20.wav,11.19
2022_15_14_56-Jan-20.wav,12.35
2022_15_15_00-Jan-20.wav,12.06
2022_15_15_03-Jan-20.wav,12.17
2022_15_15_06-Jan-20.wav,12.19
2022_15_15_09-Jan-20.wav,11.17
2022_15_15_13-Jan-20.wav,10.62
2022_15_15_16-Jan-20.wav,10.3
2022_15_15_19-Jan-20.wav,11.06
2022_15_15_22-Jan-20.wav,11.96
2022_15_15_25-Jan-20.wav,9.75
2022_15_15_29-Jan-20.wav,5.21
2022_15_15_32-Jan-20.wav,5.26
2022_15_15_35-Jan-20.wav,6.74
2022_15_15_38-Jan-20.wav,8.12
2022_15_15_42-Jan-20.wav,7.89
2022_15_15_45-Jan-20.wav,6.31
2022_15_15_48-Jan-20.wav,5.6
2022_15_15_51-Jan-20.wav,4.76
2022_15_15_54-Jan-20.wav,5.06
2022_15_15_58-Jan-20.wav,4.95
2022_15_16_01-Jan-20.wav,6.31
