type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-01-20 12:50:23,60.55803596,22.23810309,10,41.539,,15.270,231,28,43,,
T,2022-01-20 12:50:24,60.55794341,22.23788363,10,42.091,,15.750,230,29,44,,
T,2022-01-20 12:50:25,60.55785470,22.23767666,10,42.472,,15.370,230,29,44,,
T,2022-01-20 12:50:26,60.55775920,22.23746984,10,42.526,,15.220,227,26,44,,
T,2022-01-20 12:50:27,60.55766409,22.23727890,10,42.298,,15.130,222,28,44,,
T,2022-01-20 12:50:28,60.55755928,22.23710025,10,42.203,,15.460,219,32,44,,
T,2022-01-20 12:50:29,60.55744441,22.23693420,10,42.203,,15.360,215,32,44,,
T,2022-01-20 12:50:30,60.55732712,22.23678328,10,42.120,,15.390,212,32,44,,
T,2022-01-20 12:50:31,60.55720506,22.23663651,10,42.054,,16.020,209,33,44,,
T,2022-01-20 12:50:32,60.55706996,22.23649671,10,42.385,,16.570,207,32,44,,
T,2022-01-20 12:50:33,60.55693716,22.23636387,10,42.314,,16.490,206,31,44,,
T,2022-01-20 12:50:34,60.55681093,22.23624051,10,41.607,,15.220,206,27,44,,
T,2022-01-20 12:50:35,60.55669748,22.23613808,10,41.599,,13.810,206,28,44,,
T,2022-01-20 12:50:36,60.55660167,22.23604117,10,41.680,,12.370,206,26,44,,
T,2022-01-20 12:50:37,60.55650673,22.23595420,10,41.780,,11.570,204,27,44,,
T,2022-01-20 12:50:38,60.55641844,22.23587642,10,41.655,,10.760,203,26,44,,
T,2022-01-20 12:50:39,60.55633789,22.23580880,10,42.107,,9.990,204,26,44,,
T,2022-01-20 12:50:40,60.55625833,22.23573605,10,42.058,,9.570,203,25,44,,
T,2022-01-20 12:50:41,60.55617892,22.23568229,10,42.129,,9.020,200,25,44,,
T,2022-01-20 12:50:42,60.55610769,22.23562980,10,41.742,,8.360,198,26,44,,
T,2022-01-20 12:50:43,60.55604477,22.23558790,10,40.890,,7.370,196,29,44,,
T,2022-01-20 12:50:44,60.55598929,22.23555737,10,40.625,,6.160,195,30,44,,
T,2022-01-20 12:50:45,60.55594349,22.23553428,10,40.381,,4.990,192,30,44,,
T,2022-01-20 12:50:46,60.55590716,22.23551527,10,40.201,,3.910,191,31,44,,
T,2022-01-20 12:50:47,60.55587562,22.23550138,10,40.128,,3.210,190,31,44,,
T,2022-01-20 12:50:48,60.55585291,22.23549895,10,40.107,,3.130,189,31,44,,
T,2022-01-20 12:50:49,60.55582140,22.23548969,10,39.890,,3.510,187,31,44,,
T,2022-01-20 12:50:50,60.55578606,22.23548346,10,39.441,,3.790,182,32,44,,
T,2022-01-20 12:50:51,60.55575602,22.23549046,10,39.414,,3.190,170,32,44,,
T,2022-01-20 12:50:52,60.55573171,22.23551528,10,39.456,,3.010,146,31,44,,
T,2022-01-20 12:50:53,60.55571649,22.23556052,10,39.657,,2.770,125,32,44,,
T,2022-01-20 12:50:54,60.55570937,22.23561328,10,39.129,,2.910,101,32,44,,
T,2022-01-20 12:50:55,60.55571514,22.23567073,10,39.830,,2.850,79,32,44,,
T,2022-01-20 12:50:56,60.55572639,22.23571686,10,40.294,,2.830,57,32,44,,
T,2022-01-20 12:50:57,60.55574679,22.23575306,10,39.671,,2.950,37,32,44,,
T,2022-01-20 12:50:58,60.55577041,22.23577153,10,40.156,,2.420,20,33,44,,
T,2022-01-20 12:50:59,60.55578625,22.23577909,10,40.606,,1.540,11,33,44,,
T,2022-01-20 12:51:00,60.55579370,22.23578059,10,40.383,,0.740,9,33,44,,
T,2022-01-20 12:51:01,60.55579859,22.23578314,10,40.426,,0.600,9,33,44,,
T,2022-01-20 12:51:02,60.55579637,22.23578455,10,40.748,,0.000,,33,44,,
T,2022-01-20 12:51:03,60.55579462,22.23578537,10,40.842,,0.000,,33,44,,
T,2022-01-20 12:51:04,60.55579421,22.23578681,10,40.926,,0.000,,30,44,,
T,2022-01-20 12:51:05,60.55579441,22.23578706,10,41.134,,0.000,,29,44,,
T,2022-01-20 12:51:06,60.55579547,22.23578761,10,41.113,,0.000,,28,44,,
T,2022-01-20 12:51:07,60.55579564,22.23578939,10,41.284,,0.000,,29,44,,
T,2022-01-20 12:51:08,60.55579524,22.23578966,10,41.381,,0.000,,28,44,,
T,2022-01-20 12:51:09,60.55579592,22.23578886,10,41.402,,0.000,,29,44,,
T,2022-01-20 12:51:10,60.55579743,22.23578796,10,41.634,,0.000,,28,44,,
T,2022-01-20 12:51:11,60.55579834,22.23578556,10,41.710,,0.000,,30,44,,
T,2022-01-20 12:51:12,60.55579768,22.23578483,10,41.686,,0.000,,31,44,,
T,2022-01-20 12:51:13,60.55579744,22.23578382,10,41.639,,0.000,,30,44,,
T,2022-01-20 12:51:14,60.55579746,22.23578335,10,41.620,,0.000,,30,44,,
T,2022-01-20 12:51:15,60.55579752,22.23578302,10,41.626,,0.000,,29,44,,
T,2022-01-20 12:51:16,60.55579742,22.23578334,10,41.625,,0.000,,28,44,,
T,2022-01-20 12:51:17,60.55579748,22.23578329,10,41.631,,0.000,,28,44,,
T,2022-01-20 12:51:18,60.55579748,22.23578323,10,41.627,,0.000,,27,44,,
T,2022-01-20 12:51:19,60.55579740,22.23578317,10,41.621,,0.000,,28,44,,
T,2022-01-20 12:51:20,60.55579729,22.23578324,10,41.612,,0.000,,29,44,,
T,2022-01-20 12:51:21,60.55579701,22.23578347,10,41.589,,0.000,,31,44,,
T,2022-01-20 12:51:22,60.55579689,22.23578358,10,41.607,,0.000,,32,44,,
T,2022-01-20 12:51:23,60.55579647,22.23578421,10,41.527,,0.000,,32,44,,
T,2022-01-20 12:51:24,60.55579637,22.23578436,10,41.526,,0.000,,32,44,,
T,2022-01-20 12:51:25,60.55579623,22.23578452,10,41.561,,0.000,,33,44,,
T,2022-01-20 12:51:26,60.55579613,22.23578441,10,41.537,,0.000,,33,44,,
T,2022-01-20 12:51:27,60.55579611,22.23578417,10,41.513,,0.000,,33,44,,
T,2022-01-20 12:51:28,60.55579598,22.23578383,10,41.508,,0.000,,33,44,,
T,2022-01-20 12:51:29,60.55579589,22.23578362,10,41.509,,0.000,,33,44,,
T,2022-01-20 12:51:30,60.55579588,22.23578319,10,41.555,,0.000,,33,44,,
T,2022-01-20 12:51:31,60.55579586,22.23578305,10,41.553,,0.000,,33,44,,
T,2022-01-20 12:51:32,60.55579590,22.23578302,10,41.552,,0.000,,33,44,,
T,2022-01-20 12:51:33,60.55579591,22.23578301,10,41.554,,0.000,,33,44,,
T,2022-01-20 12:51:34,60.55579591,22.23578301,10,41.552,,0.000,,33,44,,
T,2022-01-20 12:51:35,60.55579591,22.23578302,10,41.552,,0.000,,33,44,,
T,2022-01-20 12:51:36,60.55579591,22.23578303,10,41.552,,0.000,,33,44,,
T,2022-01-20 12:51:37,60.55579589,22.23578316,10,41.533,,0.000,,31,44,,
T,2022-01-20 12:51:38,60.55579588,22.23578319,10,41.534,,0.000,,32,44,,
T,2022-01-20 12:51:39,60.55579587,22.23578319,10,41.534,,0.000,,32,44,,
T,2022-01-20 12:51:40,60.55579587,22.23578310,10,41.541,,0.000,,32,44,,
T,2022-01-20 12:51:41,60.55579588,22.23578307,10,41.545,,0.000,,32,44,,
T,2022-01-20 12:51:42,60.55579587,22.23578309,10,41.542,,0.000,,32,44,,
T,2022-01-20 12:51:43,60.55579587,22.23578310,10,41.543,,0.000,,32,44,,
T,2022-01-20 12:51:44,60.55579587,22.23578308,10,41.544,,0.000,,32,44,,
T,2022-01-20 12:51:45,60.55579588,22.23578308,10,41.547,,0.000,,33,44,,
T,2022-01-20 12:51:46,60.55579591,22.23578299,10,41.557,,0.000,,33,44,,
T,2022-01-20 12:51:47,60.55579591,22.23578296,10,41.557,,0.000,,32,44,,
T,2022-01-20 12:51:48,60.55579593,22.23578294,10,41.562,,0.000,,34,44,,
T,2022-01-20 12:51:49,60.55579590,22.23578290,10,41.564,,0.000,,34,44,,
T,2022-01-20 12:51:50,60.55579591,22.23578285,10,41.568,,0.000,,34,44,,
T,2022-01-20 12:51:51,60.55579590,22.23578284,10,41.567,,0.000,,34,44,,
T,2022-01-20 12:51:52,60.55579590,22.23578283,10,41.568,,0.000,,34,44,,
T,2022-01-20 12:51:53,60.55579591,22.23578281,10,41.568,,0.000,,34,44,,
T,2022-01-20 12:51:54,60.55579591,22.23578279,10,41.571,,0.000,,34,44,,
T,2022-01-20 12:51:55,60.55579591,22.23578278,10,41.577,,0.000,,33,44,,
T,2022-01-20 12:51:56,60.55579591,22.23578277,10,41.578,,0.000,,33,44,,
T,2022-01-20 12:51:57,60.55579592,22.23578278,10,41.581,,0.000,,32,44,,
T,2022-01-20 12:51:58,60.55579593,22.23578277,10,41.582,,0.000,,33,44,,
T,2022-01-20 12:51:59,60.55579593,22.23578277,10,41.585,,0.000,,33,44,,
T,2022-01-20 12:52:00,60.55579593,22.23578276,10,41.587,,0.000,,33,44,,
T,2022-01-20 12:52:01,60.55579593,22.23578277,10,41.589,,0.000,,34,44,,
T,2022-01-20 12:52:02,60.55579593,22.23578277,10,41.589,,0.000,,34,44,,
T,2022-01-20 12:52:03,60.55579594,22.23578275,10,41.591,,0.000,,34,44,,
T,2022-01-20 12:52:04,60.55579595,22.23578274,10,41.593,,0.000,,33,44,,
T,2022-01-20 12:52:05,60.55579596,22.23578271,10,41.590,,0.000,,33,44,,
T,2022-01-20 12:52:06,60.55579596,22.23578266,10,41.587,,0.000,,33,44,,
T,2022-01-20 12:52:07,60.55579595,22.23578264,10,41.582,,0.000,,33,44,,
T,2022-01-20 12:52:08,60.55579595,22.23578264,10,41.579,,0.000,,33,44,,
T,2022-01-20 12:52:09,60.55579594,22.23578264,10,41.575,,0.000,,33,44,,
T,2022-01-20 12:52:10,60.55579594,22.23578262,10,41.574,,0.000,,33,44,,
T,2022-01-20 12:52:11,60.55579593,22.23578262,10,41.574,,0.000,,33,44,,
T,2022-01-20 12:52:12,60.55579595,22.23578259,10,41.574,,0.000,,34,44,,
T,2022-01-20 12:52:13,60.55579594,22.23578256,10,41.571,,0.000,,33,44,,
T,2022-01-20 12:52:14,60.55579595,22.23578253,10,41.570,,0.000,,33,44,,
T,2022-01-20 12:52:15,60.55579595,22.23578255,10,41.570,,0.000,,34,44,,
T,2022-01-20 12:52:16,60.55579595,22.23578255,10,41.570,,0.000,,34,44,,
T,2022-01-20 12:52:17,60.55579596,22.23578259,10,41.574,,0.000,,34,44,,
T,2022-01-20 12:52:18,60.55579596,22.23578258,10,41.574,,0.000,,34,44,,
T,2022-01-20 12:52:19,60.55579595,22.23578260,10,41.575,,0.000,,34,44,,
T,2022-01-20 12:52:20,60.55579595,22.23578257,10,41.576,,0.000,,34,44,,
T,2022-01-20 12:52:21,60.55579595,22.23578255,10,41.574,,0.000,,34,44,,
T,2022-01-20 12:52:22,60.55579594,22.23578254,10,41.572,,0.000,,34,44,,
T,2022-01-20 12:52:23,60.55579594,22.23578255,10,41.573,,0.000,,34,44,,
T,2022-01-20 12:52:24,60.55579595,22.23578256,10,41.576,,0.000,,34,44,,
T,2022-01-20 12:52:25,60.55579594,22.23578258,10,41.579,,0.000,,34,44,,
T,2022-01-20 12:52:26,60.55579594,22.23578256,10,41.579,,0.000,,34,44,,
T,2022-01-20 12:52:27,60.55579596,22.23578255,10,41.579,,0.000,,33,44,,
T,2022-01-20 12:52:28,60.55579595,22.23578252,10,41.578,,0.000,,33,44,,
T,2022-01-20 12:52:29,60.55579595,22.23578249,10,41.576,,0.000,,34,44,,
T,2022-01-20 12:52:30,60.55579614,22.23578233,10,41.604,,0.000,,33,44,,
T,2022-01-20 12:52:31,60.55579619,22.23578228,10,41.607,,0.000,,35,44,,
T,2022-01-20 12:52:32,60.55579620,22.23578225,10,41.610,,0.000,,35,44,,
T,2022-01-20 12:52:33,60.55579644,22.23578204,10,41.648,,0.000,,35,44,,
T,2022-01-20 12:52:34,60.55579650,22.23578198,10,41.648,,0.000,,35,44,,
T,2022-01-20 12:52:35,60.55579653,22.23578194,10,41.648,,0.000,,35,44,,
T,2022-01-20 12:52:36,60.55579655,22.23578190,10,41.651,,0.000,,35,44,,
T,2022-01-20 12:52:37,60.55579655,22.23578187,10,41.652,,0.000,,35,44,,
T,2022-01-20 12:52:38,60.55579656,22.23578188,10,41.656,,0.000,,35,44,,
T,2022-01-20 12:52:39,60.55579656,22.23578189,10,41.657,,0.000,,35,44,,
T,2022-01-20 12:52:40,60.55579658,22.23578187,10,41.657,,0.000,,34,44,,
T,2022-01-20 12:52:41,60.55579658,22.23578186,10,41.657,,0.000,,33,44,,
T,2022-01-20 12:52:42,60.55579658,22.23578184,10,41.658,,0.000,,33,44,,
T,2022-01-20 12:52:43,60.55579660,22.23578182,10,41.660,,0.000,,33,44,,
T,2022-01-20 12:52:44,60.55579661,22.23578180,10,41.661,,0.000,,33,44,,
T,2022-01-20 12:52:45,60.55579663,22.23578177,10,41.660,,0.000,,33,44,,
T,2022-01-20 12:52:46,60.55579663,22.23578176,10,41.661,,0.000,,34,44,,
T,2022-01-20 12:52:47,60.55579664,22.23578175,10,41.660,,0.000,,34,44,,
T,2022-01-20 12:52:48,60.55579666,22.23578177,10,41.661,,0.000,,34,44,,
T,2022-01-20 12:52:49,60.55579669,22.23578177,10,41.663,,0.000,,34,44,,
T,2022-01-20 12:52:50,60.55579671,22.23578181,10,41.667,,0.000,,33,44,,
T,2022-01-20 12:52:51,60.55579670,22.23578187,10,41.672,,0.000,,33,44,,
T,2022-01-20 12:52:52,60.55579678,22.23578179,10,41.688,,0.000,,34,44,,
T,2022-01-20 12:52:53,60.55579681,22.23578177,10,41.688,,0.000,,35,44,,
T,2022-01-20 12:52:54,60.55579681,22.23578179,10,41.689,,0.000,,35,44,,
T,2022-01-20 12:52:55,60.55579700,22.23578165,10,41.718,,0.000,,35,44,,
T,2022-01-20 12:52:56,60.55579703,22.23578163,10,41.720,,0.000,,35,44,,
T,2022-01-20 12:52:57,60.55579705,22.23578162,10,41.720,,0.000,,35,44,,
T,2022-01-20 12:52:58,60.55579705,22.23578162,10,41.719,,0.000,,35,44,,
T,2022-01-20 12:52:59,60.55579705,22.23578165,10,41.721,,0.000,,35,44,,
T,2022-01-20 12:53:00,60.55579731,22.23578147,10,41.766,,0.000,,35,44,,
T,2022-01-20 12:53:01,60.55579738,22.23578144,10,41.769,,0.000,,35,44,,
T,2022-01-20 12:53:02,60.55579740,22.23578145,10,41.771,,0.000,,35,44,,
T,2022-01-20 12:53:03,60.55579741,22.23578146,10,41.770,,0.000,,34,44,,
T,2022-01-20 12:53:04,60.55579759,22.23578131,10,41.803,,0.000,,34,44,,
T,2022-01-20 12:53:05,60.55579765,22.23578130,10,41.807,,0.000,,34,44,,
T,2022-01-20 12:53:06,60.55579767,22.23578132,10,41.809,,0.000,,35,44,,
T,2022-01-20 12:53:07,60.55579768,22.23578134,10,41.813,,0.000,,35,44,,
T,2022-01-20 12:53:08,60.55579768,22.23578137,10,41.814,,0.000,,35,44,,
T,2022-01-20 12:53:09,60.55579768,22.23578140,10,41.816,,0.000,,35,44,,
T,2022-01-20 12:53:10,60.55579768,22.23578143,10,41.820,,0.000,,34,44,,
T,2022-01-20 12:53:11,60.55579767,22.23578143,10,41.822,,0.000,,34,44,,
T,2022-01-20 12:53:12,60.55579768,22.23578144,10,41.825,,0.000,,34,44,,
T,2022-01-20 12:53:13,60.55579767,22.23578147,10,41.826,,0.000,,34,44,,
T,2022-01-20 12:53:14,60.55579767,22.23578147,10,41.829,,0.000,,34,44,,
T,2022-01-20 12:53:15,60.55579768,22.23578147,10,41.833,,0.000,,34,44,,
T,2022-01-20 12:53:16,60.55579768,22.23578148,10,41.835,,0.000,,34,44,,
T,2022-01-20 12:53:17,60.55579769,22.23578148,10,41.836,,0.000,,34,44,,
T,2022-01-20 12:53:18,60.55579770,22.23578151,10,41.838,,0.000,,34,44,,
T,2022-01-20 12:53:19,60.55579769,22.23578154,10,41.841,,0.000,,34,44,,
T,2022-01-20 12:53:20,60.55579789,22.23578139,10,41.876,,0.000,,34,44,,
T,2022-01-20 12:53:21,60.55579794,22.23578136,10,41.878,,0.000,,33,44,,
T,2022-01-20 12:53:22,60.55579794,22.23578137,10,41.882,,0.000,,34,44,,
T,2022-01-20 12:53:23,60.55579817,22.23578122,10,41.923,,0.000,,35,44,,
T,2022-01-20 12:53:24,60.55579822,22.23578120,10,41.926,,0.000,,35,44,,
T,2022-01-20 12:53:25,60.55579823,22.23578123,10,41.928,,0.000,,35,44,,
T,2022-01-20 12:53:26,60.55579822,22.23578126,10,41.930,,0.000,,35,44,,
T,2022-01-20 12:53:27,60.55579823,22.23578128,10,41.934,,0.000,,35,44,,
T,2022-01-20 12:53:28,60.55579822,22.23578131,10,41.938,,0.000,,34,44,,
T,2022-01-20 12:53:29,60.55579820,22.23578134,10,41.941,,0.000,,34,44,,
T,2022-01-20 12:53:30,60.55579822,22.23578135,10,41.944,,0.000,,33,44,,
T,2022-01-20 12:53:31,60.55579822,22.23578136,10,41.944,,0.000,,34,44,,
T,2022-01-20 12:53:32,60.55579822,22.23578140,10,41.948,,0.000,,34,44,,
T,2022-01-20 12:53:33,60.55579817,22.23578149,10,41.944,,0.000,,34,44,,
T,2022-01-20 12:53:34,60.55579814,22.23578155,10,41.949,,0.000,,34,44,,
T,2022-01-20 12:53:35,60.55579813,22.23578158,10,41.950,,0.000,,33,44,,
T,2022-01-20 12:53:36,60.55579812,22.23578161,10,41.954,,0.000,,33,44,,
T,2022-01-20 12:53:37,60.55579809,22.23578163,10,41.955,,0.000,,34,44,,
T,2022-01-20 12:53:38,60.55579808,22.23578166,10,41.958,,0.000,,34,44,,
T,2022-01-20 12:53:39,60.55579807,22.23578169,10,41.963,,0.000,,35,44,,
T,2022-01-20 12:53:40,60.55579804,22.23578173,10,41.966,,0.000,,34,44,,
T,2022-01-20 12:53:41,60.55579800,22.23578179,10,42.906,,0.000,,35,44,,
T,2022-01-20 12:53:42,60.55579799,22.23578185,10,42.569,,0.000,,35,44,,
T,2022-01-20 12:53:43,60.55579798,22.23578189,10,42.385,,0.000,,35,44,,
T,2022-01-20 12:53:44,60.55579797,22.23578191,10,42.273,,0.000,,35,44,,
T,2022-01-20 12:53:45,60.55579797,22.23578193,10,42.200,,0.000,,35,44,,
T,2022-01-20 12:53:46,60.55579796,22.23578194,10,42.154,,0.000,,35,44,,
T,2022-01-20 12:53:47,60.55579794,22.23578198,10,42.122,,0.000,,34,44,,
T,2022-01-20 12:53:48,60.55579795,22.23578200,10,42.100,,0.000,,34,44,,
T,2022-01-20 12:53:49,60.55579794,22.23578203,10,42.083,,0.000,,35,44,,
T,2022-01-20 12:53:50,60.55579793,22.23578204,10,42.070,,0.000,,35,44,,
T,2022-01-20 12:53:51,60.55579794,22.23578205,10,42.059,,0.000,,35,44,,
T,2022-01-20 12:53:52,60.55579793,22.23578207,4,42.050,,0.000,,35,44,,
T,2022-01-20 12:53:53,60.55579792,22.23578207,4,42.042,,0.000,,35,44,,
T,2022-01-20 12:53:54,60.55579791,22.23578207,4,42.034,,0.000,,35,44,,
T,2022-01-20 12:53:55,60.55579790,22.23578208,4,42.031,,0.000,,33,44,,
T,2022-01-20 12:53:56,60.55579791,22.23578207,4,42.026,,0.000,,34,44,,
T,2022-01-20 12:53:57,60.55579791,22.23578209,4,42.024,,0.000,,35,44,,
T,2022-01-20 12:53:58,60.55579790,22.23578212,4,42.021,,0.000,,34,44,,
T,2022-01-20 12:53:59,60.55579790,22.23578212,4,42.018,,0.000,,34,44,,
T,2022-01-20 12:54:00,60.55579791,22.23578213,4,42.016,,0.000,,34,44,,
T,2022-01-20 12:54:01,60.55579790,22.23578214,4,42.015,,0.000,,34,44,,
T,2022-01-20 12:54:02,60.55579791,22.23578215,4,42.014,,0.000,,32,44,,
T,2022-01-20 12:54:03,60.55579791,22.23578215,4,42.011,,0.000,,32,44,,
T,2022-01-20 12:54:04,60.55579792,22.23578215,4,42.009,,0.000,,31,44,,
T,2022-01-20 12:54:05,60.55579792,22.23578215,4,42.008,,0.000,,32,44,,
T,2022-01-20 12:54:06,60.55579791,22.23578216,4,42.007,,0.000,,32,44,,
T,2022-01-20 12:54:07,60.55579791,22.23578215,4,42.005,,0.000,,32,44,,
T,2022-01-20 12:54:08,60.55579791,22.23578215,4,42.004,,0.000,,31,44,,
T,2022-01-20 12:54:09,60.55579791,22.23578215,4,42.004,,0.000,,31,44,,
T,2022-01-20 12:54:10,60.55579790,22.23578218,4,42.005,,0.000,,31,44,,
T,2022-01-20 12:54:11,60.55579790,22.23578219,4,42.005,,0.000,,31,44,,
T,2022-01-20 12:54:12,60.55579790,22.23578220,4,42.005,,0.000,,30,44,,
T,2022-01-20 12:54:13,60.55579789,22.23578221,4,42.005,,0.000,,30,44,,
T,2022-01-20 12:54:14,60.55579788,22.23578221,4,42.004,,0.000,,31,44,,
T,2022-01-20 12:54:15,60.55579147,22.23577526,4,42.261,,1.150,2,31,44,,
T,2022-01-20 12:54:16,60.55579549,22.23577144,4,42.033,,1.530,344,31,44,,
T,2022-01-20 12:54:17,60.55579284,22.23576278,4,41.863,,1.540,321,31,43,,
T,2022-01-20 12:54:18,60.55578418,22.23576119,4,41.409,,0.940,308,32,44,,
T,2022-01-20 12:54:19,60.55577140,22.23576591,4,42.109,,0.200,304,32,44,,
T,2022-01-20 12:54:20,60.55575080,22.23577894,4,42.024,,0.000,,32,44,,
T,2022-01-20 12:54:21,60.55574910,22.23577363,4,41.958,,0.580,289,31,44,,
T,2022-01-20 12:54:22,60.55574834,22.23575779,4,42.421,,1.070,284,31,44,,
T,2022-01-20 12:54:23,60.55574805,22.23573063,4,42.742,,1.720,271,30,44,,
T,2022-01-20 12:54:24,60.55574614,22.23568671,4,42.594,,2.480,261,30,44,,
T,2022-01-20 12:54:25,60.55573896,22.23563237,4,42.860,,2.970,252,30,44,,
T,2022-01-20 12:54:26,60.55572514,22.23557756,4,42.968,,3.390,238,33,44,,
T,2022-01-20 12:54:27,60.55570404,22.23552543,4,42.991,,3.760,222,33,44,,
T,2022-01-20 12:54:28,60.55566551,22.23547688,4,42.283,,4.870,207,33,44,,
T,2022-01-20 12:54:29,60.55560775,22.23540920,4,41.868,,5.950,202,33,44,,
T,2022-01-20 12:54:30,60.55555284,22.23534834,4,42.034,,7.000,204,33,44,,
T,2022-01-20 12:54:31,60.55549193,22.23527170,4,42.186,,7.670,211,32,44,,
T,2022-01-20 12:54:32,60.55543285,22.23519397,4,41.706,,8.230,217,30,44,,
T,2022-01-20 12:54:33,60.55537716,22.23508810,4,41.222,,8.720,225,33,44,,
T,2022-01-20 12:54:34,60.55532268,22.23496387,4,41.492,,9.220,231,33,44,,
T,2022-01-20 12:54:35,60.55526553,22.23482180,4,41.342,,9.880,233,31,44,,
T,2022-01-20 12:54:36,60.55520920,22.23467564,4,41.353,,10.310,234,31,44,,
T,2022-01-20 12:54:37,60.55515648,22.23451664,4,41.169,,10.310,236,31,44,,
T,2022-01-20 12:54:38,60.55510366,22.23435615,4,40.686,,10.250,237,31,43,,
T,2022-01-20 12:54:39,60.55504948,22.23419851,4,40.358,,10.360,239,30,44,,
T,2022-01-20 12:54:40,60.55499896,22.23402936,4,39.824,,10.470,242,28,44,,
T,2022-01-20 12:54:41,60.55495581,22.23385660,4,40.162,,10.700,246,29,44,,
T,2022-01-20 12:54:42,60.55491877,22.23366981,4,40.507,,10.940,250,30,44,,
T,2022-01-20 12:54:43,60.55489219,22.23347513,4,40.122,,11.040,254,30,44,,
T,2022-01-20 12:54:44,60.55486152,22.23328447,4,40.494,,11.070,256,30,44,,
T,2022-01-20 12:54:45,60.55483249,22.23308542,4,40.372,,11.010,258,30,44,,
T,2022-01-20 12:54:46,60.55481817,22.23289091,4,40.799,,10.910,259,30,43,,
T,2022-01-20 12:54:47,60.55479522,22.23270301,4,40.919,,10.860,258,30,44,,
T,2022-01-20 12:54:48,60.55477705,22.23251005,4,40.568,,10.650,258,30,44,,
T,2022-01-20 12:54:49,60.55475379,22.23232316,4,41.564,,10.410,258,31,44,,
T,2022-01-20 12:54:50,60.55473107,22.23214015,4,41.834,,10.350,257,31,44,,
T,2022-01-20 12:54:51,60.55470709,22.23195796,4,41.995,,10.360,253,30,43,,
T,2022-01-20 12:54:52,60.55467384,22.23178173,4,41.921,,10.440,247,30,44,,
T,2022-01-20 12:54:53,60.55463414,22.23161059,4,42.017,,10.440,242,29,44,,
T,2022-01-20 12:54:54,60.55458710,22.23144295,10,42.125,,10.420,238,30,44,,
T,2022-01-20 12:54:55,60.55453464,22.23128127,10,41.462,,10.550,234,29,44,,
T,2022-01-20 12:54:56,60.55448343,22.23110893,10,41.341,,10.900,233,28,43,,
T,2022-01-20 12:54:57,60.55442597,22.23094704,10,41.501,,11.220,234,28,44,,
T,2022-01-20 12:54:58,60.55436125,22.23077763,10,40.990,,11.440,234,28,43,,
T,2022-01-20 12:54:59,60.55430437,22.23061432,10,41.435,,11.620,235,29,44,,
T,2022-01-20 12:55:00,60.55424294,22.23042674,10,41.016,,11.640,237,30,44,,
T,2022-01-20 12:55:01,60.55418891,22.23026519,10,40.425,,10.830,235,30,44,,
T,2022-01-20 12:55:02,60.55414137,22.23012831,10,41.064,,8.860,233,30,44,,
T,2022-01-20 12:55:03,60.55410425,22.23003828,10,41.410,,6.900,232,30,44,,
T,2022-01-20 12:55:04,60.55407664,22.22996596,10,40.812,,5.470,231,29,44,,
T,2022-01-20 12:55:05,60.55404273,22.22989537,10,40.952,,5.220,227,29,44,,
T,2022-01-20 12:55:06,60.55400516,22.22982958,10,41.326,,5.530,219,27,44,,
T,2022-01-20 12:55:07,60.55396570,22.22975993,10,40.683,,5.820,215,27,44,,
T,2022-01-20 12:55:08,60.55391749,22.22967962,10,39.793,,6.880,218,30,44,,
T,2022-01-20 12:55:09,60.55387145,22.22957400,10,39.285,,7.760,222,31,44,,
T,2022-01-20 12:55:10,60.55381695,22.22946972,10,39.267,,8.640,226,31,44,,
T,2022-01-20 12:55:11,60.55376539,22.22933988,10,39.611,,9.280,231,31,44,,
T,2022-01-20 12:55:12,60.55370974,22.22919643,10,39.412,,9.960,234,32,44,,
T,2022-01-20 12:55:13,60.55365320,22.22904940,10,39.613,,10.370,236,32,44,,
T,2022-01-20 12:55:14,60.55360069,22.22888492,10,39.331,,10.730,238,32,44,,
T,2022-01-20 12:55:15,60.55354893,22.22871152,10,38.896,,11.120,240,32,44,,
T,2022-01-20 12:55:16,60.55350178,22.22853405,10,39.313,,11.460,242,32,43,,
T,2022-01-20 12:55:17,60.55345285,22.22834475,10,38.751,,11.760,243,32,44,,
T,2022-01-20 12:55:18,60.55339916,22.22815212,10,38.628,,12.110,244,31,44,,
T,2022-01-20 12:55:19,60.55335055,22.22794669,10,38.978,,12.380,244,31,44,,
T,2022-01-20 12:55:20,60.55330723,22.22773674,10,38.949,,12.610,244,31,44,,
T,2022-01-20 12:55:21,60.55325226,22.22753348,10,39.330,,12.820,243,31,44,,
T,2022-01-20 12:55:22,60.55319921,22.22732094,10,39.632,,13.120,242,31,44,,
T,2022-01-20 12:55:23,60.55314275,22.22710923,10,39.513,,13.220,241,32,44,,
T,2022-01-20 12:55:24,60.55308370,22.22690607,10,39.597,,12.860,240,32,44,,
T,2022-01-20 12:55:25,60.55302309,22.22670224,10,39.421,,12.470,239,32,44,,
T,2022-01-20 12:55:26,60.55296416,22.22651305,10,38.990,,12.100,238,32,44,,
T,2022-01-20 12:55:27,60.55290758,22.22633656,10,38.827,,11.690,237,32,44,,
T,2022-01-20 12:55:28,60.55284805,22.22616462,10,39.119,,11.260,235,31,44,,
T,2022-01-20 12:55:29,60.55279442,22.22600586,10,39.199,,10.660,234,20,44,,
