type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-01-20 12:13:13,60.46190032,22.29754667,4,33.771,,8.700,16,27,40,20220120-141313,GPS Logger: 20220120-141313
T,2022-01-20 12:13:14,60.46197799,22.29758953,4,33.595,,8.990,15,27,40,,
T,2022-01-20 12:13:15,60.46206210,22.29763216,4,33.311,,9.220,15,27,40,,
T,2022-01-20 12:13:16,60.46214814,22.29767292,4,33.650,,9.330,14,26,40,,
T,2022-01-20 12:13:17,60.46223101,22.29770705,4,32.666,,9.450,15,27,40,,
T,2022-01-20 12:13:18,60.46231385,22.29774564,4,32.246,,9.390,18,27,40,,
T,2022-01-20 12:13:19,60.46238899,22.29779036,4,32.618,,8.670,343,27,40,,
T,2022-01-20 12:13:20,60.46246366,22.29782768,4,32.945,,8.640,8,27,40,,
T,2022-01-20 12:13:21,60.46253301,22.29787086,4,33.851,,8.170,19,26,40,,
T,2022-01-20 12:13:22,60.46258608,22.29791319,4,35.000,,6.850,21,26,40,,
T,2022-01-20 12:13:23,60.46265376,22.29798123,4,36.142,,7.520,22,24,40,,
T,2022-01-20 12:13:24,60.46271388,22.29793554,4,36.151,,6.820,347,25,40,,
T,2022-01-20 12:13:25,60.46278012,22.29788787,4,35.568,,6.500,327,26,40,,
T,2022-01-20 12:13:26,60.46282500,22.29781561,4,35.299,,6.560,310,24,40,,
T,2022-01-20 12:13:27,60.46286552,22.29772363,4,36.093,,6.640,293,24,40,,
T,2022-01-20 12:13:28,60.46289182,22.29759929,4,36.606,,6.860,280,24,40,,
T,2022-01-20 12:13:29,60.46290832,22.29745910,4,36.472,,7.490,274,24,40,,
T,2022-01-20 12:13:30,60.46292330,22.29731557,4,36.733,,8.030,276,24,40,,
T,2022-01-20 12:13:31,60.46294238,22.29715677,4,37.765,,8.560,278,23,40,,
T,2022-01-20 12:13:32,60.46295694,22.29699322,4,38.031,,9.080,277,23,40,,
T,2022-01-20 12:13:33,60.46297680,22.29682890,4,39.310,,9.620,277,24,40,,
T,2022-01-20 12:13:34,60.46299422,22.29665149,4,39.489,,10.030,277,23,40,,
T,2022-01-20 12:13:35,60.46301293,22.29646089,4,39.464,,10.310,276,22,40,,
T,2022-01-20 12:13:36,60.46302831,22.29628412,4,39.215,,10.160,275,19,40,,
T,2022-01-20 12:13:37,60.46303816,22.29609334,4,39.244,,10.310,274,20,40,,
T,2022-01-20 12:13:38,60.46304329,22.29589458,4,38.866,,10.480,273,19,39,,
T,2022-01-20 12:13:39,60.46304910,22.29569793,4,38.242,,10.170,272,18,40,,
T,2022-01-20 12:13:40,60.46304966,22.29551790,4,38.305,,10.340,272,17,40,,
T,2022-01-20 12:13:41,60.46305482,22.29535392,4,37.858,,9.530,272,18,40,,
T,2022-01-20 12:13:42,60.46308388,22.29524261,4,36.765,,8.190,279,18,40,,
T,2022-01-20 12:13:43,60.46311373,22.29512263,4,35.504,,7.760,292,20,40,,
T,2022-01-20 12:13:44,60.46317080,22.29503211,4,35.016,,7.180,310,23,39,,
T,2022-01-20 12:13:45,60.46325394,22.29496306,4,32.972,,7.540,324,24,40,,
T,2022-01-20 12:13:46,60.46334462,22.29491407,4,31.508,,8.870,331,25,40,,
T,2022-01-20 12:13:47,60.46344491,22.29484154,4,30.398,,10.070,333,26,40,,
T,2022-01-20 12:13:48,60.46354418,22.29476292,4,29.540,,10.700,334,26,40,,
T,2022-01-20 12:13:49,60.46363949,22.29468937,4,28.890,,10.980,336,26,40,,
T,2022-01-20 12:13:50,60.46372823,22.29461922,4,30.354,,10.650,336,26,40,,
T,2022-01-20 12:13:51,60.46381754,22.29454810,4,29.696,,10.170,338,26,40,,
T,2022-01-20 12:13:52,60.46389344,22.29449536,4,28.420,,9.040,337,26,40,,
T,2022-01-20 12:13:53,60.46396618,22.29444260,4,28.610,,8.100,335,26,40,,
T,2022-01-20 12:13:54,60.46402380,22.29438434,4,28.889,,6.880,333,26,40,,
T,2022-01-20 12:13:55,60.46407277,22.29433348,4,28.955,,6.200,330,23,40,,
T,2022-01-20 12:13:56,60.46411711,22.29428945,4,29.582,,5.490,327,21,40,,
T,2022-01-20 12:13:57,60.46414994,22.29424220,4,29.717,,4.530,330,23,40,,
T,2022-01-20 12:13:58,60.46417919,22.29422198,4,29.076,,3.600,339,23,40,,
T,2022-01-20 12:13:59,60.46420245,22.29422200,4,28.806,,3.090,352,23,40,,
T,2022-01-20 12:14:00,60.46423282,22.29423044,4,29.099,,3.120,4,23,40,,
T,2022-01-20 12:14:01,60.46426292,22.29424377,4,28.746,,3.530,10,25,40,,
T,2022-01-20 12:14:02,60.46430592,22.29426961,4,28.796,,4.670,10,25,40,,
T,2022-01-20 12:14:03,60.46435532,22.29429095,4,28.822,,5.220,13,26,40,,
T,2022-01-20 12:14:04,60.46440304,22.29431223,10,28.966,,5.210,14,27,40,,
T,2022-01-20 12:14:05,60.46444936,22.29434043,10,28.774,,5.280,15,27,40,,
T,2022-01-20 12:14:06,60.46449655,22.29436949,10,28.243,,5.390,17,27,40,,
T,2022-01-20 12:14:07,60.46451371,22.29438649,10,28.183,,3.680,21,25,40,,
T,2022-01-20 12:14:08,60.46453072,22.29440423,10,28.511,,2.490,24,26,40,,
T,2022-01-20 12:14:09,60.46454481,22.29441214,10,28.825,,1.620,26,25,40,,
T,2022-01-20 12:14:10,60.46454424,22.29440915,10,28.630,,0.000,,23,40,,
T,2022-01-20 12:14:11,60.46455161,22.29441643,10,28.631,,0.590,27,23,40,,
T,2022-01-20 12:14:12,60.46455197,22.29441428,10,27.978,,0.000,,23,40,,
T,2022-01-20 12:14:13,60.46455353,22.29441794,10,27.835,,0.000,,22,40,,
T,2022-01-20 12:14:14,60.46455433,22.29441959,10,27.896,,0.000,,21,40,,
T,2022-01-20 12:14:15,60.46456209,22.29442324,10,27.606,,0.000,,20,40,,
T,2022-01-20 12:14:16,60.46456227,22.29442148,10,27.066,,0.000,,13,40,,
T,2022-01-20 12:14:17,60.46456515,22.29442339,10,27.318,,0.000,,14,40,,
T,2022-01-20 12:14:18,60.46456695,22.29442504,11,26.931,,0.000,,14,40,,
T,2022-01-20 12:14:19,60.46457582,22.29441887,10,27.490,,0.900,28,15,40,,
T,2022-01-20 12:14:20,60.46458113,22.29444978,11,26.641,,1.350,30,15,40,,
T,2022-01-20 12:14:21,60.46459628,22.29447007,10,26.667,,2.160,42,15,40,,
T,2022-01-20 12:14:22,60.46461619,22.29450536,10,28.670,,2.680,49,25,39,,
T,2022-01-20 12:14:23,60.46463457,22.29454830,10,28.076,,3.210,57,25,40,,
T,2022-01-20 12:14:24,60.46465143,22.29460555,10,28.496,,3.830,63,26,40,,
T,2022-01-20 12:14:25,60.46466852,22.29467585,10,28.638,,4.460,65,26,40,,
T,2022-01-20 12:14:26,60.46469061,22.29475709,10,28.890,,4.730,65,26,40,,
T,2022-01-20 12:14:27,60.46471416,22.29484531,10,28.336,,5.020,64,26,40,,
T,2022-01-20 12:14:28,60.46473628,22.29493031,10,28.169,,5.230,64,26,40,,
T,2022-01-20 12:14:29,60.46475551,22.29501748,10,29.072,,5.230,64,26,40,,
T,2022-01-20 12:14:30,60.46477878,22.29509578,10,29.273,,5.080,64,26,40,,
T,2022-01-20 12:14:31,60.46479858,22.29517818,10,29.298,,4.880,64,26,40,,
T,2022-01-20 12:14:32,60.46481633,22.29525278,10,29.594,,4.810,63,26,40,,
T,2022-01-20 12:14:33,60.46483742,22.29533832,10,30.049,,4.770,64,27,40,,
T,2022-01-20 12:14:34,60.46485734,22.29540855,10,29.788,,4.640,62,27,40,,
T,2022-01-20 12:14:35,60.46487402,22.29549098,10,29.817,,4.540,61,27,40,,
T,2022-01-20 12:14:36,60.46489824,22.29556854,10,30.360,,4.820,61,27,40,,
T,2022-01-20 12:14:37,60.46492860,22.29566839,10,30.593,,5.580,62,27,40,,
T,2022-01-20 12:14:38,60.46495427,22.29577189,10,30.734,,6.390,62,27,40,,
T,2022-01-20 12:14:39,60.46498023,22.29588385,10,31.231,,6.780,63,25,40,,
T,2022-01-20 12:14:40,60.46501317,22.29597923,10,32.070,,7.020,65,24,40,,
T,2022-01-20 12:14:41,60.46503672,22.29610336,10,31.729,,6.920,68,25,40,,
T,2022-01-20 12:14:42,60.46505564,22.29620089,10,31.717,,5.690,63,25,40,,
T,2022-01-20 12:14:43,60.46507066,22.29628246,10,31.577,,5.230,72,25,40,,
T,2022-01-20 12:14:44,60.46507275,22.29637695,10,31.863,,5.040,81,25,40,,
T,2022-01-20 12:14:45,60.46506072,22.29647083,10,30.722,,5.330,93,26,40,,
T,2022-01-20 12:14:46,60.46505631,22.29658436,10,30.675,,6.100,102,27,40,,
T,2022-01-20 12:14:47,60.46503893,22.29670243,10,30.652,,6.680,107,26,40,,
T,2022-01-20 12:14:48,60.46502464,22.29681733,10,30.437,,6.990,111,26,40,,
T,2022-01-20 12:14:49,60.46500178,22.29694771,10,30.220,,7.470,112,27,40,,
T,2022-01-20 12:14:50,60.46497617,22.29708584,10,29.642,,7.880,112,27,40,,
T,2022-01-20 12:14:51,60.46495320,22.29722308,10,30.221,,8.230,111,26,40,,
T,2022-01-20 12:14:52,60.46492965,22.29736295,10,30.409,,8.380,112,26,40,,
T,2022-01-20 12:14:53,60.46490102,22.29750279,10,30.333,,8.450,112,26,40,,
T,2022-01-20 12:14:54,60.46486957,22.29764368,10,30.167,,8.500,112,26,39,,
T,2022-01-20 12:14:55,60.46483894,22.29778323,4,30.016,,8.440,112,22,39,,
T,2022-01-20 12:14:56,60.46480534,22.29792949,4,29.714,,8.430,112,22,39,,
T,2022-01-20 12:14:57,60.46477274,22.29806955,4,29.556,,8.490,114,24,39,,
T,2022-01-20 12:14:58,60.46474164,22.29820920,4,30.266,,8.550,116,24,39,,
T,2022-01-20 12:14:59,60.46470571,22.29835270,4,30.041,,8.690,118,24,39,,
T,2022-01-20 12:15:00,60.46466557,22.29848773,4,29.986,,8.610,119,24,39,,
T,2022-01-20 12:15:01,60.46462976,22.29861187,4,30.848,,8.590,119,24,39,,
T,2022-01-20 12:15:02,60.46458968,22.29873839,4,31.000,,8.360,120,24,39,,
T,2022-01-20 12:15:03,60.46454564,22.29887928,4,32.383,,8.550,121,23,39,,
T,2022-01-20 12:15:04,60.46450786,22.29900548,4,31.931,,8.410,120,23,39,,
T,2022-01-20 12:15:05,60.46447466,22.29912904,4,31.183,,8.300,121,22,39,,
T,2022-01-20 12:15:06,60.46443846,22.29925325,4,31.519,,8.300,121,20,39,,
T,2022-01-20 12:15:07,60.46440059,22.29937731,4,31.610,,8.110,121,20,39,,
T,2022-01-20 12:15:08,60.46436700,22.29948634,4,31.406,,7.040,122,20,39,,
T,2022-01-20 12:15:09,60.46434551,22.29955579,4,31.782,,4.930,124,20,39,,
T,2022-01-20 12:15:10,60.46431730,22.29962693,4,30.603,,4.440,125,20,39,,
T,2022-01-20 12:15:11,60.46429255,22.29969185,4,30.282,,4.380,125,22,39,,
T,2022-01-20 12:15:12,60.46426764,22.29976010,4,30.048,,4.610,125,23,39,,
T,2022-01-20 12:15:13,60.46424077,22.29983399,4,29.651,,4.850,124,24,39,,
T,2022-01-20 12:15:14,60.46421359,22.29991330,4,29.581,,5.150,124,24,39,,
T,2022-01-20 12:15:15,60.46418548,22.29999376,4,30.872,,5.170,123,24,39,,
T,2022-01-20 12:15:16,60.46416430,22.30005857,4,30.702,,4.870,122,25,39,,
T,2022-01-20 12:15:17,60.46414227,22.30013947,4,30.639,,4.310,121,24,39,,
T,2022-01-20 12:15:18,60.46412956,22.30018543,4,30.956,,3.140,129,22,39,,
T,2022-01-20 12:15:19,60.46411499,22.30021955,4,31.037,,2.320,149,21,39,,
T,2022-01-20 12:15:20,60.46408792,22.30022494,4,30.743,,2.060,171,23,39,,
T,2022-01-20 12:15:21,60.46406790,22.30021674,4,30.701,,1.850,191,23,39,,
T,2022-01-20 12:15:22,60.46404555,22.30020275,4,30.242,,2.250,202,26,39,,
T,2022-01-20 12:15:23,60.46402035,22.30018180,4,29.544,,2.740,203,26,39,,
T,2022-01-20 12:15:24,60.46399749,22.30016280,4,29.530,,2.430,198,26,39,,
T,2022-01-20 12:15:25,60.46397447,22.30014778,4,29.071,,2.560,194,26,39,,
T,2022-01-20 12:15:26,60.46395357,22.30013592,4,28.875,,2.270,194,26,38,,
T,2022-01-20 12:15:27,60.46393911,22.30012725,4,28.854,,1.550,194,26,39,,
T,2022-01-20 12:15:28,60.46392658,22.30012050,4,29.055,,1.390,195,24,39,,
T,2022-01-20 12:15:29,60.46391697,22.30011470,4,28.935,,1.170,193,24,39,,
T,2022-01-20 12:15:30,60.46390610,22.30011008,4,29.571,,1.290,190,20,39,,
T,2022-01-20 12:15:31,60.46389854,22.30010794,4,29.582,,1.020,187,20,39,,
T,2022-01-20 12:15:32,60.46387826,22.30010288,4,29.722,,2.170,187,14,39,,
T,2022-01-20 12:15:33,60.46384959,22.30009440,4,28.901,,2.500,188,13,38,,
T,2022-01-20 12:15:34,60.46381688,22.30008319,4,28.578,,2.920,191,14,39,,
T,2022-01-20 12:15:35,60.46378722,22.30006705,4,27.916,,2.680,197,16,39,,
T,2022-01-20 12:15:36,60.46376087,22.30004621,4,27.654,,2.620,211,16,39,,
T,2022-01-20 12:15:37,60.46373390,22.30000891,4,26.606,,2.880,221,16,39,,
T,2022-01-20 12:15:38,60.46370820,22.29996519,4,26.394,,2.820,231,16,39,,
T,2022-01-20 12:15:39,60.46369367,22.29991482,4,26.354,,2.750,253,17,39,,
T,2022-01-20 12:15:40,60.46368832,22.29985853,4,26.769,,2.840,269,16,39,,
T,2022-01-20 12:15:41,60.46368767,22.29980360,4,27.480,,2.840,277,14,39,,
T,2022-01-20 12:15:42,60.46369158,22.29974451,4,27.617,,3.110,283,14,39,,
T,2022-01-20 12:15:43,60.46369800,22.29968134,4,27.719,,3.330,286,15,39,,
T,2022-01-20 12:15:44,60.46370621,22.29961409,4,27.277,,3.840,285,17,39,,
T,2022-01-20 12:15:45,60.46371548,22.29954245,4,26.907,,4.220,284,16,39,,
T,2022-01-20 12:15:46,60.46372477,22.29946203,4,27.015,,4.390,283,16,39,,
T,2022-01-20 12:15:47,60.46373524,22.29937855,4,26.955,,4.590,284,15,39,,
T,2022-01-20 12:15:48,60.46374583,22.29929267,4,26.339,,4.760,283,15,39,,
T,2022-01-20 12:15:49,60.46375614,22.29920993,4,25.584,,4.900,282,19,39,,
T,2022-01-20 12:15:50,60.46376540,22.29912416,4,25.494,,4.940,283,20,39,,
T,2022-01-20 12:15:51,60.46377222,22.29903104,4,25.099,,5.310,283,20,39,,
T,2022-01-20 12:15:52,60.46378306,22.29895030,4,24.082,,5.180,282,20,39,,
T,2022-01-20 12:15:53,60.46378896,22.29886853,4,23.588,,4.640,284,20,39,,
T,2022-01-20 12:15:54,60.46380201,22.29880857,4,23.607,,3.800,296,20,39,,
T,2022-01-20 12:15:55,60.46381069,22.29877453,4,23.324,,2.900,320,21,39,,
T,2022-01-20 12:15:56,60.46385702,22.29876446,4,25.813,,3.270,337,21,39,,
T,2022-01-20 12:15:57,60.46389864,22.29875130,4,28.027,,4.000,351,24,39,,
T,2022-01-20 12:15:58,60.46393439,22.29874347,4,27.997,,3.510,351,24,39,,
T,2022-01-20 12:15:59,60.46396430,22.29873157,4,27.971,,2.850,340,24,39,,
T,2022-01-20 12:16:00,60.46399587,22.29869243,4,29.356,,3.920,326,26,39,,
T,2022-01-20 12:16:01,60.46402499,22.29863771,4,29.296,,3.860,311,25,39,,
T,2022-01-20 12:16:02,60.46404885,22.29856672,4,29.675,,4.370,296,26,39,,
T,2022-01-20 12:16:03,60.46405891,22.29849290,4,28.875,,3.990,281,26,39,,
T,2022-01-20 12:16:04,60.46406265,22.29842201,4,28.433,,3.790,277,26,39,,
T,2022-01-20 12:16:05,60.46406683,22.29836208,4,28.186,,3.300,285,26,39,,
T,2022-01-20 12:16:06,60.46407941,22.29830518,4,28.503,,3.450,303,25,39,,
T,2022-01-20 12:16:07,60.46410013,22.29826404,4,27.189,,3.240,324,16,39,,
T,2022-01-20 12:16:08,60.46412188,22.29824053,4,26.633,,2.760,336,16,39,,
T,2022-01-20 12:16:09,60.46414589,22.29821197,4,27.348,,3.420,333,16,39,,
T,2022-01-20 12:16:10,60.46417008,22.29817281,4,27.621,,3.790,318,25,39,,
T,2022-01-20 12:16:11,60.46419085,22.29811388,4,28.049,,4.040,301,26,39,,
T,2022-01-20 12:16:12,60.46420457,22.29803810,4,27.951,,4.370,287,26,39,,
T,2022-01-20 12:16:13,60.46421466,22.29794961,4,27.888,,4.940,282,26,39,,
T,2022-01-20 12:16:14,60.46422771,22.29784541,4,27.743,,5.510,282,26,39,,
T,2022-01-20 12:16:15,60.46423777,22.29774188,4,27.816,,5.920,280,26,39,,
T,2022-01-20 12:16:16,60.46424824,22.29762618,4,27.660,,6.220,280,25,39,,
T,2022-01-20 12:16:17,60.46425926,22.29751121,4,27.895,,6.500,282,21,39,,
T,2022-01-20 12:16:18,60.46427095,22.29740639,10,27.414,,6.610,283,20,39,,
T,2022-01-20 12:16:19,60.46428351,22.29728620,10,27.128,,6.770,282,20,39,,
T,2022-01-20 12:16:20,60.46430030,22.29715946,10,27.263,,7.040,282,20,39,,
T,2022-01-20 12:16:21,60.46431388,22.29703526,10,26.947,,7.160,281,19,39,,
T,2022-01-20 12:16:22,60.46432527,22.29690947,10,26.922,,6.980,282,18,39,,
T,2022-01-20 12:16:23,60.46433869,22.29678435,10,26.854,,6.940,281,19,39,,
T,2022-01-20 12:16:24,60.46435172,22.29665133,10,26.970,,6.910,282,20,39,,
T,2022-01-20 12:16:25,60.46436451,22.29651524,10,26.924,,7.220,281,20,39,,
T,2022-01-20 12:16:26,60.46437746,22.29638922,10,27.132,,7.100,281,20,39,,
T,2022-01-20 12:16:27,60.46438928,22.29626722,10,26.969,,6.860,282,19,39,,
T,2022-01-20 12:16:28,60.46440230,22.29617044,10,26.477,,5.650,284,20,39,,
T,2022-01-20 12:16:29,60.46441392,22.29610295,10,26.563,,4.110,286,21,39,,
T,2022-01-20 12:16:30,60.46442090,22.29604318,10,26.390,,3.420,277,21,39,,
T,2022-01-20 12:16:31,60.46441518,22.29599696,10,25.960,,2.760,254,20,39,,
T,2022-01-20 12:16:32,60.46439191,22.29594355,10,26.881,,2.870,230,22,39,,
T,2022-01-20 12:16:33,60.46436342,22.29591009,10,31.092,,3.060,212,24,39,,
T,2022-01-20 12:16:34,60.46434066,22.29589745,10,30.460,,2.850,198,24,39,,
T,2022-01-20 12:16:35,60.46431112,22.29588447,10,29.371,,3.670,193,23,39,,
T,2022-01-20 12:16:36,60.46427292,22.29586629,10,28.538,,4.540,195,23,39,,
T,2022-01-20 12:16:37,60.46422216,22.29584571,10,28.709,,5.200,193,23,39,,
T,2022-01-20 12:16:38,60.46417391,22.29582486,10,28.642,,5.360,191,24,39,,
T,2022-01-20 12:16:39,60.46412691,22.29579820,10,28.407,,5.470,192,24,39,,
T,2022-01-20 12:16:40,60.46407751,22.29577054,10,28.336,,5.750,192,24,39,,
T,2022-01-20 12:16:41,60.46402988,22.29574594,10,28.176,,5.700,194,24,39,,
T,2022-01-20 12:16:42,60.46397839,22.29572686,10,28.439,,5.500,195,21,39,,
T,2022-01-20 12:16:43,60.46393292,22.29570403,10,29.700,,4.800,196,21,39,,
T,2022-01-20 12:16:44,60.46390484,22.29569965,10,29.382,,3.540,185,21,39,,
T,2022-01-20 12:16:45,60.46387223,22.29571085,10,30.108,,3.620,161,20,39,,
T,2022-01-20 12:16:46,60.46384670,22.29575210,10,29.648,,3.810,136,20,39,,
T,2022-01-20 12:16:47,60.46382404,22.29580664,10,29.610,,4.000,109,20,39,,
T,2022-01-20 12:16:48,60.46381892,22.29589343,10,31.386,,4.420,95,22,39,,
T,2022-01-20 12:16:49,60.46381326,22.29598405,10,32.087,,4.720,97,24,39,,
T,2022-01-20 12:16:50,60.46380709,22.29607232,10,31.233,,4.830,101,24,39,,
T,2022-01-20 12:16:51,60.46379920,22.29615698,10,31.123,,4.640,105,24,39,,
T,2022-01-20 12:16:52,60.46378809,22.29622326,10,30.671,,3.780,117,24,39,,
T,2022-01-20 12:16:53,60.46376942,22.29626575,10,30.253,,3.240,142,24,39,,
T,2022-01-20 12:16:54,60.46375047,22.29628082,10,30.035,,2.410,168,23,39,,
T,2022-01-20 12:16:55,60.46371220,22.29627751,10,30.063,,4.100,186,15,39,,
T,2022-01-20 12:16:56,60.46366930,22.29625544,10,30.213,,4.510,198,16,39,,
T,2022-01-20 12:16:57,60.46360672,22.29621706,10,29.857,,5.160,202,16,39,,
T,2022-01-20 12:16:58,60.46356731,22.29619651,10,29.408,,4.840,197,16,39,,
T,2022-01-20 12:16:59,60.46352970,22.29617869,10,28.905,,4.540,190,16,39,,
T,2022-01-20 12:17:00,60.46349723,22.29618611,10,30.553,,3.910,170,16,39,,
T,2022-01-20 12:17:01,60.46346320,22.29621836,10,30.975,,4.100,144,16,39,,
T,2022-01-20 12:17:02,60.46343421,22.29627588,10,30.591,,4.570,121,23,39,,
T,2022-01-20 12:17:03,60.46343149,22.29634534,10,30.112,,3.700,104,23,39,,
T,2022-01-20 12:17:04,60.46342439,22.29640922,10,29.402,,3.550,105,23,39,,
T,2022-01-20 12:17:05,60.46341409,22.29647287,10,28.920,,3.680,111,23,39,,
T,2022-01-20 12:17:06,60.46340072,22.29654093,10,28.755,,3.970,115,24,39,,
T,2022-01-20 12:17:07,60.46338512,22.29661468,10,28.676,,4.340,113,23,39,,
T,2022-01-20 12:17:08,60.46336796,22.29669343,10,28.543,,4.600,110,20,39,,
T,2022-01-20 12:17:09,60.46335604,22.29677760,10,28.871,,4.720,99,20,39,,
T,2022-01-20 12:17:10,60.46335536,22.29686662,10,28.927,,4.790,94,14,39,,
T,2022-01-20 12:17:11,60.46334881,22.29695412,10,30.386,,4.860,100,16,39,,
T,2022-01-20 12:17:12,60.46334007,22.29703668,10,31.335,,4.550,110,23,39,,
T,2022-01-20 12:17:13,60.46332454,22.29710865,10,31.523,,4.320,118,26,39,,
T,2022-01-20 12:17:14,60.46330554,22.29718466,10,31.702,,4.700,117,26,39,,
T,2022-01-20 12:17:15,60.46328910,22.29728336,10,31.649,,5.400,105,27,39,,
T,2022-01-20 12:17:16,60.46328635,22.29738595,10,31.305,,5.830,94,27,39,,
T,2022-01-20 12:17:17,60.46327778,22.29749942,10,30.952,,6.180,97,27,39,,
T,2022-01-20 12:17:18,60.46325964,22.29759467,10,29.856,,6.140,104,27,39,,
T,2022-01-20 12:17:19,60.46324805,22.29768778,10,29.977,,5.300,108,25,39,,
T,2022-01-20 12:17:20,60.46323610,22.29775744,10,29.883,,4.170,108,25,39,,
T,2022-01-20 12:17:21,60.46322920,22.29780577,10,30.123,,2.880,108,25,39,,
T,2022-01-20 12:17:22,60.46322725,22.29783063,10,30.022,,1.660,110,25,39,,
T,2022-01-20 12:17:23,60.46322452,22.29784625,10,30.046,,0.930,110,26,39,,
T,2022-01-20 12:17:24,60.46322332,22.29784564,10,29.847,,0.380,110,27,39,,
T,2022-01-20 12:17:25,60.46322363,22.29784356,10,29.547,,0.000,,24,39,,
T,2022-01-20 12:17:26,60.46322468,22.29784200,10,29.537,,0.000,,25,39,,
T,2022-01-20 12:17:27,60.46322502,22.29784398,10,29.333,,0.000,,24,39,,
T,2022-01-20 12:18:06,60.46322322,22.29784130,10,29.945,,0.000,,26,39,,
T,2022-01-20 12:18:07,60.46322141,22.29785028,10,29.819,,0.540,110,25,39,,
T,2022-01-20 12:18:08,60.46321458,22.29786583,10,29.184,,1.190,137,25,39,,
T,2022-01-20 12:18:09,60.46319779,22.29788492,10,29.575,,2.030,160,24,39,,
T,2022-01-20 12:18:10,60.46317803,22.29789214,10,29.940,,2.100,177,27,39,,
T,2022-01-20 12:18:11,60.46315678,22.29788993,10,29.992,,2.370,191,27,39,,
T,2022-01-20 12:18:12,60.46313366,22.29788415,10,29.390,,2.430,197,26,39,,
T,2022-01-20 12:18:13,60.46310373,22.29787269,10,29.354,,3.240,200,26,39,,
T,2022-01-20 12:18:14,60.46307079,22.29786228,4,29.523,,3.500,197,26,39,,
T,2022-01-20 12:18:15,60.46303598,22.29785228,4,29.164,,3.720,194,26,39,,
T,2022-01-20 12:18:16,60.46299844,22.29784110,4,29.016,,4.030,193,18,39,,
T,2022-01-20 12:18:17,60.46296633,22.29782993,4,29.104,,3.300,194,17,39,,
T,2022-01-20 12:18:18,60.46294104,22.29781938,4,29.493,,2.650,195,17,39,,
T,2022-01-20 12:18:19,60.46292022,22.29780960,4,29.832,,2.160,197,17,39,,
T,2022-01-20 12:18:20,60.46290671,22.29780199,4,30.199,,1.620,201,16,39,,
T,2022-01-20 12:18:21,60.46289759,22.29779893,4,30.152,,0.950,200,12,39,,
T,2022-01-20 12:18:22,60.46289288,22.29779665,4,30.217,,0.560,199,12,39,,
T,2022-01-20 12:18:23,60.46288849,22.29779427,4,30.057,,0.500,198,13,39,,
T,2022-01-20 12:18:24,60.46288380,22.29779099,4,30.141,,0.650,196,13,39,,
T,2022-01-20 12:18:25,60.46287781,22.29778630,4,31.186,,0.580,195,13,39,,
T,2022-01-20 12:18:26,60.46287228,22.29778276,4,32.869,,0.320,194,28,39,,
T,2022-01-20 12:18:27,60.46286791,22.29778193,4,32.659,,0.260,193,28,39,,
T,2022-01-20 12:18:28,60.46285973,22.29778031,4,32.714,,0.850,188,28,39,,
T,2022-01-20 12:18:29,60.46284777,22.29777978,4,32.840,,1.290,179,27,39,,
T,2022-01-20 12:18:30,60.46282723,22.29778793,4,33.954,,2.330,167,27,39,,
T,2022-01-20 12:18:31,60.46280122,22.29780565,4,33.775,,2.880,162,27,39,,
T,2022-01-20 12:18:32,60.46276795,22.29783153,4,33.173,,3.890,163,27,39,,
T,2022-01-20 12:18:33,60.46271756,22.29786394,4,32.928,,5.390,172,27,39,,
T,2022-01-20 12:18:34,60.46265352,22.29786856,4,33.476,,7.120,167,26,39,,
T,2022-01-20 12:18:35,60.46258588,22.29785989,4,33.991,,7.240,183,26,38,,
T,2022-01-20 12:18:36,60.46249399,22.29781387,4,32.361,,10.050,194,26,39,,
T,2022-01-20 12:18:37,60.46242322,22.29780958,4,31.966,,8.440,183,26,39,,
T,2022-01-20 12:18:38,60.46235979,22.29776035,4,32.339,,7.600,203,27,39,,
T,2022-01-20 12:18:39,60.46228699,22.29771538,4,31.940,,8.290,195,27,39,,
T,2022-01-20 12:18:40,60.46221611,22.29768158,4,32.175,,8.630,193,27,39,,
T,2022-01-20 12:18:41,60.46214635,22.29763489,4,31.627,,8.500,196,27,39,,
T,2022-01-20 12:18:42,60.46207028,22.29758480,4,31.534,,8.760,196,25,39,,
T,2022-01-20 12:18:43,60.46199861,22.29753399,4,29.774,,9.070,195,25,39,,
T,2022-01-20 12:18:44,60.46190096,22.29748065,4,30.449,,10.200,195,23,39,,
T,2022-01-20 12:18:45,60.46180573,22.29744211,4,32.219,,9.850,195,23,39,,
T,2022-01-20 12:18:46,60.46172822,22.29740300,4,32.363,,9.280,196,23,39,,
T,2022-01-20 12:18:47,60.46164890,22.29735388,4,32.697,,9.270,196,23,39,,
T,2022-01-20 12:18:48,60.46160129,22.29733237,4,32.558,,7.190,194,23,39,,
T,2022-01-20 12:18:49,60.46152791,22.29730479,4,32.954,,7.160,186,23,39,,
T,2022-01-20 12:18:50,60.46147029,22.29731314,4,33.160,,6.990,176,25,39,,
T,2022-01-20 12:18:51,60.46141204,22.29733433,4,33.160,,6.840,166,23,39,,
T,2022-01-20 12:18:52,60.46135416,22.29737826,4,33.873,,7.070,156,25,39,,
