Label,RMS,RMS_filt,Spectral_centroid,Spectral_centroid_filt,Zero-Cross,Zero-Cross_filt,Spectral_slope,Spectral_slope_filt,Spectral_spread,Spectral_spread_filt,STD,STD_filt
Dry gravel,4926.563917293391,4360.434676203098,5998,6616,1213.222275431976,1298.6557076525457,-3.684316555054103e-08,-3.480292473248365e-08,968.2966367829438,947.247034893403,4926.562009825595,4360.434545681299
Dry gravel,5101.655196709425,4665.75344284452,5802,6387,1196.0509308590183,1268.0060400505818,-3.725323543990505e-08,-3.5534871246583324e-08,957.978378149976,942.1649643622908,5101.646672802566,4665.753386118874
Dry gravel,5961.12068608066,5437.184916110957,4613,5078,1061.3447934047952,1126.4081442354368,-4.0470160628716375e-08,-3.891637892202401e-08,958.094254080125,944.8442615825392,5961.118703506233,5437.18484060275
Dry gravel,5706.511799421569,5107.765175704285,5065,5596,1147.6932415382892,1223.8345165098451,-3.840806826184258e-08,-3.658973399739643e-08,1010.0549958069065,999.635217030861,5706.511384231934,5107.764833322701
Dry gravel,5097.737852416723,4660.381680300745,5640,6158,1221.7284955097357,1293.364884421668,-3.664002800872699e-08,-3.492927519314282e-08,1008.2977961666227,995.480622059967,5097.737747686152,4660.381650191424
Dry gravel,4870.592273610842,4301.729427940638,5199,5745,1128.3322298117187,1210.4005665841642,-3.887042972124706e-08,-3.69105509454426e-08,950.0363828079469,932.9543495028875,4870.579002670768,4301.72856645805
Dry gravel,5437.328607411851,4722.700537867628,5633,6421,1183.6385858524777,1269.88024882623,-3.754965538081031e-08,-3.549011315661493e-08,967.4369970177944,940.8720358401126,5437.324027280516,4722.700297926051
Dry gravel,5567.094646419743,4913.359240850876,5896,6556,1212.9811244431085,1291.965151195397,-3.6848924491485054e-08,-3.4962702304619e-08,974.3178461744689,953.7271324842301,5567.090719329424,4913.350913476984
Dry gravel,4907.3926589016055,4368.302489222632,5698,6342,1170.806012812438,1251.7697496835533,-3.7856110812091555e-08,-3.5922611051477516e-08,946.5578825205564,927.8396026861519,4907.392630313455,4368.302122611386
Dry gravel,3573.999821597287,3206.217463981065,5725,6163,1172.6709477470006,1246.5667325556192,-3.7811574191267376e-08,-3.6046864609429586e-08,937.8795597039081,910.0133799308575,3573.9941307807508,3206.217431505436
Dry gravel,3019.4768360487496,2727.0263988763645,5694,6261,1228.9944487667376,1307.4390247156766,-3.646650935178296e-08,-3.4593169821269575e-08,976.1095577585946,962.51366476305,3019.47679642391,2727.026088369944
Dry gravel,2316.659833981708,2143.786205884271,5797,6245,1286.677134053721,1358.470358469388,-3.508898575289696e-08,-3.3374487539426703e-08,1038.4641272390747,1022.8788087153148,2316.6593840875457,2143.7861798914955
Dry asphalt,6026.226860401161,5761.362111847315,7148,7369,1315.8626109644918,1371.5867447856012,-3.4392005662783144e-08,-3.306125434660991e-08,907.1029235576273,884.8327524500568,6026.225828966854,5761.362022266361
Dry asphalt,7601.501608110035,7073.635642872737,7039,7388,1278.1755951266953,1345.2730074072974,-3.5292011503875094e-08,-3.368965425610029e-08,899.2648799239752,877.6261021887059,7601.497499611502,7073.634899341329
Dry asphalt,7135.29512271027,6634.0512277706575,7082,7514,1282.6994847346612,1347.8674746769348,-3.518397623015781e-08,-3.362769563068813e-08,899.7865879409081,878.1608974448778,7135.295005249756,6634.047774113683
Dry asphalt,6975.7312277825595,6416.102935284808,6764,7257,1253.8795607184463,1325.5054014652462,-3.587222653010345e-08,-3.416172561587101e-08,900.1112348044218,873.3420464702149,6975.731202031224,6416.10284831673
Dry asphalt,7168.161026139803,6882.882532272642,7022,7313,1285.234625208541,1338.4845816588393,-3.5123434391443375e-08,-3.385176905053578e-08,878.0038027021033,860.6412357706139,7168.160899246602,6882.882455345595
Dry asphalt,7165.867500402624,6853.556121525078,7046,7293,1288.5448453836914,1339.5810461403446,-3.5044382828810796e-08,-3.3825584317784515e-08,880.126435941829,857.5695047710001,7165.867471159196,6853.556115343794
Dry asphalt,7397.268690900157,7056.767274883208,6963,7236,1270.2208492396808,1323.6590491495006,-3.548197925811515e-08,-3.420581846408263e-08,874.3209742426269,851.8354654426581,7397.268481246709,7056.766960170668
Dry asphalt,8174.389248699183,7808.420672068135,6869,7172,1258.8312396297947,1312.6437174231603,-3.575397519487951e-08,-3.446887624870375e-08,871.0713933703312,850.7872330035696,8174.385931684962,7808.41980846473
Dry asphalt,8327.837611528681,8027.0396534976235,7122,7397,1289.0150386971407,1335.780593830345,-3.503315411464655e-08,-3.3916343142853395e-08,867.2767716155439,851.597329884296,8327.836879799695,8027.036507581499
Dry asphalt,8536.663038395798,8233.632977951807,7075,7279,1289.8343174981783,1330.427901675825,-3.501358886942812e-08,-3.404417109891577e-08,884.7818570219737,857.5369224083848,8536.662313702236,8233.627582284389
Dry asphalt,8520.698997798803,8242.054790586055,6950,7233,1277.976552496601,1324.6792033927013,-3.5296764852627414e-08,-3.4181456100619117e-08,866.667060388692,852.9391074272661,8520.698086507218,8242.053773856218
Dry asphalt,8735.786999221094,8425.749080339123,6934,7166,1265.5190066705654,1313.5177996848724,-3.559426423696069e-08,-3.4448002238818735e-08,862.8270505980126,851.1117993549179,8735.786764848168,8425.749077472301
Dry asphalt,9090.652513305191,8715.13352107734,6640,6906,1227.9981605935523,1275.420794139769,-3.6490301768225185e-08,-3.535779906821691e-08,861.6473797074385,840.2549873336017,9090.646182339327,8715.130596560628
Dry asphalt,8857.299553672414,8430.453039996035,6842,7138,1258.43246128778,1312.261689811805,-3.5763498443911975e-08,-3.447799947255248e-08,877.2071940142198,862.8778851465141,8857.29892165909,8430.452923807843
Dry asphalt,9302.584880411889,8768.491106947778,6746,7173,1255.232529826691,1314.9274533845562,-3.583991619527945e-08,-3.4414338215933694e-08,886.8473494844453,870.2088738935666,9302.579032281568,8768.48598618215
Dry asphalt,9210.425491738035,8781.14012576402,6807,7159,1251.0980918236717,1304.204364635665,-3.593865095232056e-08,-3.4670416928827444e-08,880.2791050879612,860.1084680585998,9210.425393839929,8781.139516406667
Dry asphalt,8391.158421695067,8002.833447095372,7037,7425,1301.1484527589682,1355.5644842676127,-3.474339534003217e-08,-3.344388289209493e-08,899.0004913756895,882.2044631060621,8391.157384851747,8002.832761098249
Dry asphalt,8780.6300309975,8292.155899812702,6789,7138,1252.0979278941147,1312.0450378893433,-3.591477380833533e-08,-3.448317334985118e-08,886.6639800739241,864.1693563738232,8780.628497202242,8292.15584888665
Dry asphalt,9198.937880547977,8723.120773533847,6570,6868,1223.0840563833144,1277.92225507436,-3.6607655779802644e-08,-3.529806153256047e-08,868.1245705320777,848.9776902147048,9198.931621791768,8723.120109763719
Dry asphalt,8289.326266581258,7958.156867039932,7099,7400,1293.785904797828,1344.1703523332947,-3.491922078078518e-08,-3.371598682675493e-08,878.9854736881417,857.6757460855634,8289.32144153144,7958.1563933766565
Dry asphalt,8248.751479012359,7798.222970143384,6852,7186,1267.354880094492,1327.8034370197788,-3.555042163578073e-08,-3.410684609367647e-08,883.2892660202681,862.4076938340897,8248.751306253293,7798.222749901744
Dry asphalt,8208.640272865907,7959.328491088888,6974,7201,1281.3195670405119,1324.4525773724324,-3.5216930125746304e-08,-3.4186868169934024e-08,871.9119123653261,862.5888773174172,8208.640235516325,7959.327948052933
Dry asphalt,8880.008213261417,8514.725648740612,7040,7340,1298.2028543192437,1350.385721565357,-3.481373934956248e-08,-3.356755722868129e-08,884.4874268152499,864.2281421765437,8880.00626476803,8514.725648734966
Dry asphalt,8331.360467493745,7960.2342297665855,7373,7720,1344.5871010318435,1395.8990660715933,-3.370603442658147e-08,-3.248065037249655e-08,905.992393276169,876.8378893843717,8331.35939447097,7960.234212562831
Dry asphalt,8439.566481423612,8063.124098715922,7156,7425,1322.5208901424633,1374.7558862646854,-3.4232998906249615e-08,-3.298557189261305e-08,903.1043461353746,880.144239857772,8439.565204798828,8063.123809311429
Dry asphalt,8487.023844201458,8091.72089648887,6969,7283,1294.100678570496,1340.7467830542653,-3.4911703649812446e-08,-3.379774528600178e-08,904.4437272356975,872.58855055863,8487.023440050723,8091.718893541326
Dry asphalt,8873.557082172085,8499.97357189725,6672,6939,1236.4358889231808,1290.0971842368995,-3.628879988187533e-08,-3.500731133338504e-08,865.1290727963817,853.9459136497263,8873.551741700765,8499.973305800957
Dry asphalt,9125.527815505615,8773.847552815158,6409,6595,1181.417312857861,1227.0929373090332,-3.7602701731798115e-08,-3.6511919458706855e-08,852.5066899067244,832.8925537681228,9125.524246563078,8773.847438420204
Dry asphalt,9341.199221701732,8940.499189873011,6257,6530,1181.6511662174398,1225.7109093401152,-3.759711706596822e-08,-3.654492374989117e-08,859.968987140955,831.5233611514482,9341.196472098674,8940.499188328215
Dry asphalt,9286.639247512849,8970.90339553682,6541,6801,1214.644585643329,1259.3574644250455,-3.680919927675666e-08,-3.574140838960387e-08,860.0521249003851,842.4498897231827,9286.637011205146,8970.903395074512
Dry asphalt,8578.367169780806,8293.982913503447,6750,6941,1223.4796330293777,1266.8858023860114,-3.659820899065942e-08,-3.556162370811714e-08,859.9474524800265,845.5232518721509,8578.36521576586,8293.982457397087
Dry asphalt,8813.81860267829,8400.983277537667,6605,6918,1210.4574595972701,1263.7810396604605,-3.6909192280051504e-08,-3.563576872931561e-08,862.9951701533603,841.8321488595195,8813.814119277551,8400.9832775315
Dry asphalt,8947.489163463108,8425.595667783364,6460,6854,1204.604041670151,1262.0505310300737,-3.704897809773028e-08,-3.5677095107665964e-08,870.138367486355,854.0173307276203,8947.489127174775,8425.59494260137
Dry asphalt,7385.833960095072,7099.026392320171,6344,6543,1182.5545388262112,1228.2317496161788,-3.7575543571582903e-08,-3.6484723415041585e-08,845.9853857493124,832.8942717367769,7385.833480194549,7099.022726448924
Dry asphalt,5674.28514456382,5518.617817594771,6251,6447,1172.8968774581872,1207.2436415561508,-3.7806178750550625e-08,-3.698594165765314e-08,849.5075329803955,827.4144546811867,5674.283878275738,5518.6169482986315
Dry asphalt,3174.7952035340777,3007.4032089703574,5730,6045,1132.7531366438782,1182.3096462608885,-3.876485378525383e-08,-3.7581391865334225e-08,868.2574308796748,851.0874712532438,3174.778473940545,3007.4002662832586
Dry asphalt,4110.909868721227,3933.604629919323,6271,6613,1238.0943027184603,1285.803003346747,-3.624919520452111e-08,-3.510986091970614e-08,907.7756313838721,885.6884525368008,4110.909837680077,3933.604489925765
Dry asphalt,8677.89870622869,8365.270642946467,6607,6850,1249.7599022519528,1289.7408026476098,-3.597060833616382e-08,-3.50158221030729e-08,895.1268820630554,863.6994328834787,8677.898573421908,8365.270604029452
Dry asphalt,8613.79650926514,8152.944252506697,6555,6869,1222.4332486649002,1273.7376285984665,-3.6623197757191375e-08,-3.5397994843473214e-08,890.5095344996514,861.8535789810815,8613.787041296622,8152.944243869574
Dry asphalt,8463.943026445253,8147.573585981195,6481,6721,1191.527333836812,1240.7329404493114,-3.736126372636461e-08,-3.618618174172764e-08,844.2146849491959,830.6529843157319,8463.94064368825,8147.573578030317
Dry asphalt,7087.637852813877,6943.319334282938,6754,6890,1241.0437741081423,1266.6847846324335,-3.6178758704845124e-08,-3.556642422490951e-08,847.7630321623122,828.8283523436836,7087.637687488029,6943.310263885506
Dry asphalt,5838.268536471384,5718.047972138086,6705,6900,1245.9496268206108,1279.652337973354,-3.606160174777106e-08,-3.5256745321126546e-08,863.8018507183249,845.970105862131,5838.26851504325,5718.047929125791
Dry asphalt,4925.793818602137,4779.391865881615,6516,6730,1214.3579354990284,1258.136165896595,-3.681604478570679e-08,-3.5770574291570035e-08,851.1858565914971,837.8124342939595,4925.793813888628,4779.391788559281
Dry asphalt,4606.005799015023,4474.059530320225,6421,6618,1207.1865469921524,1248.402496331942,-3.6987305136292955e-08,-3.60030246267505e-08,859.8380988047993,844.7768840223301,4606.005453035057,4474.059198613898
Dry asphalt,5193.462835899146,4979.897773315689,6366,6543,1188.5987401838688,1236.862585895733,-3.7431201643582e-08,-3.627860990638547e-08,855.8082117680639,837.452331280208,5193.462662240063,4979.897003693497
Dry asphalt,5311.7644325379315,5173.5604577551185,6543,6721,1214.164482500121,1253.5403439631107,-3.682066464814807e-08,-3.588032738538244e-08,847.1303459298273,833.3914632458581,5311.76441282615,5173.5602504328235
Dry asphalt,5174.233215952392,5094.45280912428,6618,6752,1234.135096708822,1259.3552990089943,-3.6343745236025253e-08,-3.574146010203191e-08,853.9166646857958,840.4258568890168,5174.2299657235735,5094.451434043059
Dry asphalt,5383.9645388321,5259.991219041469,6369,6500,1197.2876013386617,1231.1806968735855,-3.722370243946862e-08,-3.6414299432199306e-08,844.6505330886937,828.3503945254441,5383.958894496726,5259.989343729293
Dry asphalt,5196.894890895053,5073.518518136174,6372,6491,1196.450849633225,1230.7707426478607,-3.724368495614434e-08,-3.6424089573167754e-08,847.1838730661,835.7420410394046,5196.89466487318,5073.5149901248205
Dry asphalt,5276.000684832488,5143.1254646115785,6412,6601,1197.0231889972752,1236.7920847212947,-3.723001688613984e-08,-3.628029354907745e-08,842.8471304610397,835.8480184205827,5276.00040536899,5143.124992142358
Dry asphalt,5013.216679214076,4870.732374131068,6419,6595,1198.5743004624348,1241.0311567909318,-3.719297470204023e-08,-3.6179060019739284e-08,843.7553835995194,832.8929834049883,5013.216599694687,4870.73177173054
Dry asphalt,5021.799213764793,4806.4293539177725,5944,6209,1142.3532639915347,1193.9755601223258,-3.8535592579609324e-08,-3.7302797490492816e-08,853.7286039266944,841.7373941410334,5021.796371531964,4806.429225273949
Dry asphalt,5062.319971120557,4943.850537312803,6357,6485,1200.1951106419062,1235.2107142824,-3.7154268038846085e-08,-3.6318058349507956e-08,853.3351546125479,838.0956789721637,5062.314838093119,4943.850507548997
Dry asphalt,5342.333352036473,5247.107462932012,6379,6519,1197.7201823349371,1226.3922321876548,-3.721337194726227e-08,-3.652865303890959e-08,845.9674442932871,832.0954490376686,5342.333348930128,5247.103974572317
Dry asphalt,5228.460419194413,5097.773604688605,6418,6609,1204.0685160975504,1243.4306982424087,-3.706176701541667e-08,-3.6121756429251634e-08,845.295143432504,833.5408913724115,5228.4601382309775,5097.77342659775
Dry asphalt,4972.76518435159,4820.289269686652,6349,6625,1191.251315616306,1236.7522312057085,-3.736785533371746e-08,-3.62812452932264e-08,842.4178762142003,833.7669576222396,4972.764669395251,4820.288865245523
Dry asphalt,5133.986544507422,4965.323611615141,6297,6495,1184.0995962475763,1226.2546846922658,-3.75386459644591e-08,-3.65319378187343e-08,856.17943421322,841.6104171038745,5133.982651938898,4965.323504197437
Dry asphalt,5410.031474867407,5216.361399508788,6286,6521,1176.4601639316609,1221.4803793559558,-3.772108369676835e-08,-3.664595328518379e-08,846.9767663872344,832.7444641269984,5410.031253876494,5216.360958986266
Dry asphalt,5457.006072909783,5249.761821867498,6230,6498,1173.480445849401,1219.2088916128184,-3.7792242519488195e-08,-3.670019881753347e-08,850.2142456759555,835.0918433475324,5456.990252456118,5249.760110677599
Dry asphalt,5278.924126616629,5063.467304436022,6311,6554,1184.9291622534129,1234.9185386138358,-3.751883504989803e-08,-3.632503581382787e-08,860.6669445794682,845.1965526971808,5278.9138965220955,5063.466717542565
Dry asphalt,4982.149819383239,4809.610923818371,6532,6781,1232.5759837277783,1279.0370378952077,-3.638097850479616e-08,-3.5271439338470306e-08,875.1085037980316,861.58303222943,4982.149174235782,4809.610824513562
Dry asphalt,5263.046161244625,5151.836848854315,6622,6759,1229.771954752854,1265.4285981739001,-3.6447941685613774e-08,-3.559642328758527e-08,857.7677473625668,847.2152184906472,5263.046146025013,5151.836094842775
Dry asphalt,5264.413333628521,5166.408380872227,6666,6794,1253.6723291043293,1287.2533799512107,-3.587717544046469e-08,-3.507522439073769e-08,861.2304624353579,849.1908560234649,5264.412179263691,5166.408202555775
Dry asphalt,4255.33096820856,4179.830384560407,6630,6748,1233.0864666537057,1264.6076678004388,-3.6368787632027406e-08,-3.5616027974101844e-08,857.8808044996819,846.8485722295056,4255.330762706127,4179.830131332197
Dry asphalt,3310.1192290942176,3234.9843501990226,6108,6274,1174.1460683779444,1209.1445639423316,-3.777634674874768e-08,-3.6940545618380946e-08,839.944288569474,827.6599142877616,3310.119158995455,3234.983685937529
Dry asphalt,2083.9148991296825,2028.9498032752495,6140,6339,1176.0681109171653,1215.8255940879462,-3.773044633785893e-08,-3.6780995544651455e-08,859.3154814148694,850.251493892851,2083.9128790665845,2028.9497729355544
Dry asphalt,3249.125407451076,2982.23590602695,5565,5966,1113.3862218704494,1182.7462718775168,-3.922735621566743e-08,-3.75709647833114e-08,890.8763783892292,875.0598634043444,3249.124463258389,2982.235883661859
Dry asphalt,3925.1638252438156,3845.351177186048,6541,6736,1220.1861560996954,1252.2699498132706,-3.667686070686253e-08,-3.5910665742769656e-08,856.230636297872,838.9998327250044,3925.162543343814,3845.351073824448
Dry asphalt,3953.529575446192,3868.4169844658445,6425,6595,1215.9325229719836,1248.604903565349,-3.67784419696847e-08,-3.599819092770864e-08,854.5802783018977,838.6328412977264,3953.5293639426677,3868.416244033614
Dry asphalt,3445.236310772401,3342.490643331365,6361,6504,1207.630310954717,1245.9700030415697,-3.697670758301113e-08,-3.606111514204028e-08,869.7756520189687,852.0630379152395,3445.2360415785397,3342.49062474061
Dry asphalt,3972.663560848748,3871.6119578043713,6513,6747,1230.7075688513696,1274.0789406784884,-3.6425598230316155e-08,-3.538984394962222e-08,858.4262680131798,852.082119305528,3972.663377014923,3871.611919882533
Dry asphalt,4918.445071455937,4825.145061217764,6657,6734,1244.0670275426453,1276.5776985057119,-3.610656021181865e-08,-3.5330170967031735e-08,861.5862838910314,847.2831484078052,4918.444979537066,4825.144909420508
Dry asphalt,5039.119192736172,4949.001382047149,6436,6535,1208.426740821349,1240.2810420839971,-3.69576879945387e-08,-3.6196973553159814e-08,842.1606515206647,829.9616568614136,5039.119173446456,4949.001323587755
Dry asphalt,4466.959802480192,4397.015205163154,6407,6472,1199.751082622344,1229.757729750725,-3.7164871898088617e-08,-3.644828139372599e-08,843.6672127195128,833.1120146801182,4466.959091356871,4397.015160384947
Dry asphalt,3387.9023923680083,3333.8018898026926,6284,6387,1201.329895289761,1231.7005659020865,-3.712716817994915e-08,-3.6401884409363116e-08,845.640856971967,835.0868429074816,3387.9009321634694,3333.801326689168
Dry asphalt,2304.202297588452,2260.925814583911,6208,6361,1192.321721535135,1225.4955755498172,-3.7342292907033636e-08,-3.6550066148798186e-08,849.4964963927489,838.5151589091801,2304.2022969511854,2260.925809445932
Dry asphalt,1501.1987073579721,1391.4275686486076,5689,6030,1125.4995012308532,1183.0180184387598,-3.893807827904162e-08,-3.756447518770457e-08,897.4291526524455,870.0054994226998,1501.198596304946,1391.4271525699712
Dry asphalt,1422.1114156775577,1390.7280667340096,6269,6497,1219.6855283758396,1258.9531663849207,-3.6688816226971146e-08,-3.5751063454871467e-08,880.2137666037818,871.4403467771709,1422.111411151365,1390.7280130268475
Dry asphalt,2150.1803916063163,2034.2456615843075,6171,6447,1186.3284545195504,1241.532237390371,-3.748541846901673e-08,-3.6167093684482225e-08,898.9837646719028,877.4132907017613,2150.1796761434107,2034.2456165865392
Dry asphalt,3063.4672497945116,2755.9041558537474,5703,6191,1122.5809767167407,1193.9199191917526,-3.9007775734562535e-08,-3.730412625482733e-08,884.1909229828804,855.014454750272,3063.4666890764947,2755.9040339160315
Dry asphalt,3621.476185472132,3520.5924987126728,6275,6447,1183.2389517278773,1217.67779000497,-3.755919906683702e-08,-3.673676314505412e-08,853.7359382645284,832.3063142630258,3621.4758537950897,3520.5909189519866
Dry asphalt,3484.2789392702357,3348.1777344024513,6886,7186,1267.630446673505,1310.6464193142263,-3.554384081410493e-08,-3.451657384227761e-08,881.8717769492268,865.471171021023,3484.2763205212646,3348.173587323473
Dry asphalt,3064.2212523367034,2952.6587881691903,7095,7372,1309.8124810297493,1352.0859007724096,-3.4536489171481965e-08,-3.352695514907285e-08,895.0910131675357,869.8736858792721,3064.2195489153414,2952.656443336617
Dry asphalt,2271.3083438264316,2205.3706655321885,6943,7140,1310.6468561060892,1354.953165424169,-3.451656341122545e-08,-3.3458481833338686e-08,899.224799562835,881.1942915975424,2271.3082814309428,2205.370650794522
Dry asphalt,2174.2116646242916,2113.9670814970327,6132,6315,1175.4471569041907,1215.6171751571983,-3.7745275377152765e-08,-3.6785972809390975e-08,852.6793740204188,837.2742743541521,2174.21156397663,2113.967053759192
Dry asphalt,2487.9958338026136,2385.0664877640893,5952,6260,1142.8944080883962,1188.770249719526,-3.852266948561472e-08,-3.7427105814276786e-08,854.6921396469172,839.0551617485097,2487.995445280175,2385.065318039352
Dry asphalt,2629.688623669706,2533.2831687725525,6137,6348,1161.8797513785041,1207.1442508481753,-3.8069279386229416e-08,-3.698831521299414e-08,851.9249550036084,834.5907371981573,2629.6886210244297,2533.283166798879
Dry asphalt,2586.0867573842297,2513.2071558251987,6146,6415,1175.9358728400825,1217.6488347684008,-3.77336043231529e-08,-3.67374546267611e-08,849.9290301724927,836.3945201971322,2586.086021986927,2513.2071454178845
Dry asphalt,2547.9677910772707,2492.4006810644664,5848,5915,1125.334113365349,1161.240911883803,-3.894202791638196e-08,-3.8084535549763995e-08,832.3143240911743,825.0025874512065,2547.9672754440026,2492.400666177254
Dry asphalt,2585.7037193718425,2504.0995667890725,5780,5871,1131.2343008471205,1172.9512256896617,-3.880112519221863e-08,-3.780488085723929e-08,855.4317266961037,843.8880664959669,2585.703665918029,2504.099136653372
Dry asphalt,2054.187949874664,1964.488877357139,5687,5881,1120.7465441068514,1165.6956807401461,-3.905158392757777e-08,-3.797815095278026e-08,865.0011960131017,844.0480507364842,2054.1879387958516,1964.4881659977707
Dry asphalt,2562.178958654517,2358.576506199504,5632,5996,1102.9949622450408,1167.6325968574897,-3.947551049775286e-08,-3.793189534509784e-08,867.3755266516769,849.2375755676649,2562.1789342369275,2358.574747208859
Dry asphalt,2681.483800511459,2566.471440837088,6168,6410,1167.1085734682747,1216.3107900098778,-3.7944409578466494e-08,-3.676940855231191e-08,860.2729848192494,845.2462696776266,2681.483798786397,2566.4712980704103
Dry asphalt,2550.0339533924434,2409.8151428838246,5919,6247,1154.9343855145285,1207.3290915906032,-3.823514207679114e-08,-3.69839010203562e-08,881.9850578888396,857.6765508930869,2550.031541803535,2409.81514288327
Dry asphalt,1979.3035045643328,1885.3959667742324,6040,6404,1181.1945275359897,1234.2274324663003,-3.760802208116876e-08,-3.634154016037187e-08,871.2811520632491,853.982055149691,1979.3028438122838,1885.3953042051292
Dry asphalt,792.4784972324774,765.8314321774208,6009,6204,1218.705764669797,1259.1876733253405,-3.671221402164194e-08,-3.574546318083908e-08,924.6865490065902,904.3986251640757,792.4778179299798,765.8310831238838
Dry asphalt,611.3949436480734,560.4515464733852,5311,5702,1189.644461699437,1258.5224695957465,-3.740622870658379e-08,-3.576134895021725e-08,1012.4844467675623,997.5368357776919,611.3932369198201,560.4515318117176
Dry asphalt,1718.5972683258203,1637.546685185007,6152,6424,1202.5380068876063,1254.8199453743218,-3.7098317195848123e-08,-3.584976914884504e-08,896.4516575836788,880.1827779725288,1718.597267331024,1637.5466548104107
Dry asphalt,2231.1185261030046,2174.118302524249,6368,6530,1218.2998738955157,1259.2043305805382,-3.6721907123087575e-08,-3.5745065387948314e-08,869.8936948071494,858.7870731545188,2231.1183799838777,2174.1182246167896
Dry asphalt,2061.7345595642237,1992.1386863946877,6301,6563,1203.4372690907585,1244.8580304436653,-3.707684186230106e-08,-3.6087670225031084e-08,882.233636373912,863.2828459282097,2061.734329604112,1992.1383707321872
Dry asphalt,2462.290544508252,2396.732142453105,6243,6460,1205.3763761088273,1247.2636851927762,-3.703053393358959e-08,-3.603022064252318e-08,875.2482414378288,865.1011627860082,2462.2905282193706,2396.7321229664944
Dry asphalt,2846.23563326134,2703.784745202192,6139,6448,1170.310918993349,1226.1348529483994,-3.786793417669507e-08,-3.653479952765527e-08,865.6329785651956,847.1686114304681,2846.2355680479063,2703.7847376164036
Dry asphalt,1871.6796773411413,1832.50915733569,6257,6466,1220.7465517406476,1246.1684805088985,-3.666347786561156e-08,-3.60563752899732e-08,872.856116327731,853.5166929332743,1871.6796711832258,1832.5055363529243
Dry asphalt,536.4120332018233,498.70445474170646,6417,6960,1304.4577310144325,1374.1651722764454,-3.4664366271439016e-08,-3.2999678768098206e-08,1000.0181084360586,977.761114527062,536.4116980932661,498.7043729017921
Dry asphalt,282.19859620691136,267.8296696478055,6443,6723,1436.1239500717386,1496.9722703906666,-3.152003755260144e-08,-3.00669152373889e-08,1100.1723468921327,1079.2337511182818,282.19817800909067,267.8296613217768
Dry asphalt,287.90413987944015,258.4909075403744,5563,5977,1329.947920646328,1427.8031615583147,-3.405563355410246e-08,-3.171874679232483e-08,1109.1037251744795,1090.016972596973,287.9017106654707,258.4908945220694
Dry asphalt,844.6633623550562,820.0580642580754,5870,6108,1287.223337445611,1329.2735967485407,-3.5075941837580325e-08,-3.407173712275348e-08,969.0308297801311,958.5033212691595,844.6632643643972,820.0580196487443
Dry asphalt,1514.7400096432941,1486.3290069434377,6378,6577,1251.9617196698828,1281.5071798751303,-3.5918026604946794e-08,-3.521244973261177e-08,896.6893532574032,884.6240603262736,1514.7399591282306,1486.3289579397645
Dry asphalt,2860.4400829944702,2755.4344995488423,6092,6335,1170.8337587104743,1220.0129937874224,-3.78554482106692e-08,-3.6680996006223265e-08,877.1768735618324,870.8993737228611,2860.4373692340814,2755.43442040312
Dry asphalt,2874.9139815842273,2810.854216711392,5902,6082,1138.1235946055356,1173.9400387333558,-3.863660156290667e-08,-3.7781266954803945e-08,851.603689753656,845.0999044410474,2874.9139238036782,2810.8540501211987
Dry asphalt,754.218189877381,706.1351301365955,5846,6235,1189.5772188516441,1249.0103094244091,-3.7407834536985616e-08,-3.5988509406551924e-08,934.131248908116,917.7695373213955,754.2179506654292,706.1342722046245
Dry asphalt,1789.6838423795173,1385.4311695714014,4465,5429,1035.7731009759273,1161.3757605259502,-4.108083971913951e-08,-3.8081315221412235e-08,972.4939142710775,960.4029566145381,1789.683480097878,1385.4311619835182
Dry asphalt,3334.065762375952,3189.830055909533,5726,5902,1123.5519095867726,1174.899197382528,-3.898458882960572e-08,-3.775836123070778e-08,871.7900746240558,865.148379198691,3334.063330910683,3189.8300049359004
Dry asphalt,3825.974011766109,3748.807495650002,6423,6572,1211.1742882466513,1245.3976348086658,-3.6892073652928515e-08,-3.60747839014636e-08,853.9259506286388,839.4973752723404,3825.973692352411,3748.8074883173663
Dry asphalt,4966.788941891606,4819.508631474018,6254,6408,1179.0794958044128,1219.0099276008332,-3.765853127830727e-08,-3.670495028880211e-08,854.714667962192,841.6923220262779,4966.786876722124,4819.508015527644
Dry asphalt,5017.117649367594,4818.763393391147,5965,6130,1136.758189046426,1183.2300176577683,-3.866920889334501e-08,-3.7559412421890605e-08,839.8725002934846,821.7929831091766,5017.11420009917,4818.763174178255
Dry asphalt,3748.09866327833,3585.191287743776,6168,6398,1174.0347066589754,1221.0146613142717,-3.7779006184506076e-08,-3.665707512511991e-08,858.029011726293,838.9390114446593,3748.0972696685894,3585.189771026942
Dry asphalt,3813.4136848911,3681.988520546727,6174,6319,1190.7609721688475,1233.644110336721,-3.737956525441677e-08,-3.6355470510445746e-08,875.5952432071916,861.0206176118525,3813.4135889590893,3681.987384138197
Dry asphalt,4138.620084330389,3949.6377966876885,5956,6222,1130.6369896132176,1177.5507552592694,-3.881538961691536e-08,-3.769503922115064e-08,832.9772982348372,815.644447928213,4138.619981466708,3949.636723410846
Dry asphalt,3885.4644796753732,3515.6568030840153,5662,6087,1077.1324230463283,1150.6246742014202,-4.009313531698748e-08,-3.833806254605598e-08,837.9555083165169,819.6752133096467,3885.4635882945313,3515.6552267107113
