type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-02-18 13:15:33,60.42309758,22.52290870,10,20.334,,15.910,254,27,43,,
T,2022-02-18 13:15:34,60.42306770,22.52263110,10,20.329,,15.480,258,26,43,,
T,2022-02-18 13:15:35,60.42304536,22.52235640,10,20.595,,15.610,258,27,43,,
T,2022-02-18 13:15:36,60.42301858,22.52207691,10,20.437,,15.630,259,27,43,,
T,2022-02-18 13:15:37,60.42298869,22.52179158,10,20.221,,15.770,260,26,43,,
T,2022-02-18 13:15:38,60.42296646,22.52151245,10,20.248,,15.650,259,29,43,,
T,2022-02-18 13:15:39,60.42293528,22.52122562,10,20.330,,16.110,257,28,43,,
T,2022-02-18 13:15:40,60.42291293,22.52094827,10,19.940,,15.380,262,26,43,,
T,2022-02-18 13:15:41,60.42289891,22.52066986,10,20.108,,15.190,264,26,43,,
T,2022-02-18 13:15:42,60.42288463,22.52039148,10,20.690,,15.210,265,27,43,,
T,2022-02-18 13:15:43,60.42287197,22.52011715,10,20.501,,15.470,266,27,43,,
T,2022-02-18 13:15:44,60.42285546,22.51982891,10,20.203,,15.910,266,26,43,,
T,2022-02-18 13:15:45,60.42284637,22.51955024,10,19.981,,15.770,266,25,43,,
T,2022-02-18 13:15:46,60.42284001,22.51927051,10,19.668,,15.360,267,27,43,,
T,2022-02-18 13:15:47,60.42283401,22.51899053,10,19.490,,15.410,267,27,43,,
T,2022-02-18 13:15:48,60.42282395,22.51870888,10,19.198,,15.490,266,28,43,,
T,2022-02-18 13:15:49,60.42281198,22.51843268,10,19.056,,15.530,265,28,43,,
T,2022-02-18 13:15:50,60.42279504,22.51814984,10,19.578,,15.670,262,28,43,,
T,2022-02-18 13:15:51,60.42277906,22.51787259,10,19.673,,15.640,263,29,43,,
T,2022-02-18 13:15:52,60.42276490,22.51759003,10,19.707,,15.570,265,28,43,,
T,2022-02-18 13:15:53,60.42275399,22.51730894,10,19.274,,15.680,264,28,43,,
T,2022-02-18 13:15:54,60.42273791,22.51702350,10,19.365,,15.710,264,26,43,,
T,2022-02-18 13:15:55,60.42272422,22.51674366,10,19.462,,15.690,265,25,43,,
T,2022-02-18 13:15:56,60.42270980,22.51646264,10,19.162,,15.600,264,25,43,,
T,2022-02-18 13:15:57,60.42269524,22.51618268,10,19.168,,15.710,264,25,43,,
T,2022-02-18 13:15:58,60.42268440,22.51590335,10,18.862,,15.600,265,26,43,,
T,2022-02-18 13:15:59,60.42267090,22.51561952,10,18.812,,15.650,265,27,43,,
T,2022-02-18 13:16:00,60.42265709,22.51533483,10,19.768,,15.790,266,27,43,,
T,2022-02-18 13:16:01,60.42264479,22.51505383,10,19.126,,15.640,265,25,43,,
T,2022-02-18 13:16:02,60.42263221,22.51476842,10,19.285,,15.710,265,25,43,,
T,2022-02-18 13:16:03,60.42262098,22.51448702,10,19.036,,15.560,266,24,43,,
T,2022-02-18 13:16:04,60.42260453,22.51420511,10,19.129,,15.660,263,24,43,,
T,2022-02-18 13:16:05,60.42257944,22.51392316,10,19.005,,15.520,263,21,43,,
T,2022-02-18 13:16:06,60.42255968,22.51363844,10,19.114,,15.490,262,26,43,,
T,2022-02-18 13:16:07,60.42254077,22.51334499,10,19.291,,16.220,260,27,43,,
T,2022-02-18 13:16:08,60.42253345,22.51305634,10,18.624,,15.580,263,27,43,,
T,2022-02-18 13:16:09,60.42252343,22.51276523,10,18.706,,15.660,264,27,43,,
T,2022-02-18 13:16:10,60.42250743,22.51247518,10,18.884,,15.640,264,27,43,,
T,2022-02-18 13:16:11,60.42249425,22.51219476,10,18.998,,15.590,265,27,43,,
T,2022-02-18 13:16:12,60.42247768,22.51191620,10,19.144,,15.690,264,26,43,,
T,2022-02-18 13:16:13,60.42246584,22.51163973,10,18.696,,15.630,264,27,43,,
T,2022-02-18 13:16:14,60.42245142,22.51135413,10,18.185,,15.710,264,28,43,,
T,2022-02-18 13:16:15,60.42244008,22.51107994,10,18.224,,15.700,264,28,43,,
T,2022-02-18 13:16:16,60.42242395,22.51080197,10,18.211,,15.710,264,28,43,,
T,2022-02-18 13:16:17,60.42241063,22.51051797,10,18.282,,15.640,265,29,43,,
T,2022-02-18 13:16:18,60.42239946,22.51024087,10,18.148,,15.620,265,28,43,,
T,2022-02-18 13:16:19,60.42238800,22.50995855,10,18.040,,15.570,265,28,43,,
T,2022-02-18 13:16:20,60.42237551,22.50967080,10,17.796,,15.680,265,28,43,,
T,2022-02-18 13:16:21,60.42236211,22.50938429,10,18.614,,15.880,264,28,43,,
T,2022-02-18 13:16:22,60.42234575,22.50910555,10,18.450,,15.550,264,28,43,,
T,2022-02-18 13:16:23,60.42233310,22.50882329,10,18.288,,15.480,265,26,43,,
T,2022-02-18 13:16:24,60.42231902,22.50854548,10,18.204,,15.700,264,27,43,,
T,2022-02-18 13:16:25,60.42230447,22.50825848,10,18.988,,15.690,264,28,43,,
T,2022-02-18 13:16:26,60.42228852,22.50797529,10,19.231,,15.620,263,29,43,,
T,2022-02-18 13:16:27,60.42227459,22.50769072,10,18.577,,15.690,263,29,43,,
T,2022-02-18 13:16:28,60.42225904,22.50739792,10,18.583,,15.650,264,29,43,,
T,2022-02-18 13:16:29,60.42224270,22.50711711,10,18.779,,15.620,264,29,43,,
T,2022-02-18 13:16:30,60.42222224,22.50685158,10,18.383,,14.450,263,27,43,,
T,2022-02-18 13:16:31,60.42220804,22.50662459,10,18.605,,12.350,264,28,43,,
T,2022-02-18 13:16:32,60.42219126,22.50639869,10,18.484,,12.050,261,26,43,,
T,2022-02-18 13:16:33,60.42217989,22.50618657,10,18.463,,11.860,261,26,43,,
T,2022-02-18 13:16:34,60.42216216,22.50597937,10,18.348,,11.590,259,25,43,,
T,2022-02-18 13:16:35,60.42214365,22.50576491,10,18.726,,11.670,259,26,43,,
T,2022-02-18 13:16:36,60.42212305,22.50555519,10,18.986,,12.170,257,27,43,,
T,2022-02-18 13:16:37,60.42209807,22.50533807,10,19.248,,12.490,258,26,43,,
T,2022-02-18 13:16:38,60.42207076,22.50511471,10,19.537,,13.010,255,26,43,,
T,2022-02-18 13:16:39,60.42204209,22.50490089,10,19.057,,12.350,255,25,43,,
T,2022-02-18 13:16:40,60.42201905,22.50468082,10,18.525,,11.930,254,27,43,,
T,2022-02-18 13:16:41,60.42199223,22.50447773,10,19.376,,11.590,254,30,43,,
T,2022-02-18 13:16:42,60.42196387,22.50429127,10,18.813,,10.890,254,28,43,,
T,2022-02-18 13:16:43,60.42193041,22.50410063,10,18.586,,10.870,252,27,43,,
T,2022-02-18 13:16:44,60.42189822,22.50389149,10,18.631,,11.620,252,27,43,,
T,2022-02-18 13:16:45,60.42186984,22.50368561,10,18.487,,11.490,253,26,43,,
T,2022-02-18 13:16:46,60.42184559,22.50349704,10,19.073,,11.120,254,26,43,,
T,2022-02-18 13:16:47,60.42181527,22.50329766,10,18.625,,11.020,252,24,43,,
T,2022-02-18 13:16:48,60.42178220,22.50310464,10,18.197,,11.390,251,26,43,,
T,2022-02-18 13:16:49,60.42175637,22.50290623,10,18.540,,11.300,253,26,43,,
T,2022-02-18 13:16:50,60.42172418,22.50270594,10,18.311,,11.440,253,25,43,,
T,2022-02-18 13:16:51,60.42169370,22.50250107,10,17.883,,11.910,252,27,43,,
T,2022-02-18 13:16:52,60.42166059,22.50229142,10,17.669,,12.260,253,27,43,,
T,2022-02-18 13:16:53,60.42162983,22.50207979,10,18.356,,12.330,252,27,43,,
T,2022-02-18 13:16:54,60.42160067,22.50184548,10,18.333,,12.910,253,26,43,,
T,2022-02-18 13:16:55,60.42156680,22.50162955,10,17.678,,13.020,251,26,43,,
T,2022-02-18 13:16:56,60.42153275,22.50141133,10,17.305,,12.580,253,26,43,,
T,2022-02-18 13:16:57,60.42150652,22.50119728,10,17.895,,12.020,255,25,43,,
T,2022-02-18 13:16:58,60.42148073,22.50099588,10,17.323,,11.940,256,26,43,,
T,2022-02-18 13:16:59,60.42144910,22.50077833,10,16.875,,12.100,254,26,43,,
T,2022-02-18 13:17:00,60.42142180,22.50056164,10,17.477,,11.820,253,26,43,,
T,2022-02-18 13:17:01,60.42139193,22.50036378,10,17.895,,11.650,254,26,43,,
T,2022-02-18 13:17:02,60.42136188,22.50017328,10,17.893,,11.400,252,25,43,,
T,2022-02-18 13:17:03,60.42132732,22.49997157,10,18.594,,11.920,253,24,43,,
T,2022-02-18 13:17:04,60.42129680,22.49977018,10,17.728,,11.980,253,24,43,,
T,2022-02-18 13:17:05,60.42126454,22.49955666,10,18.373,,12.400,252,25,43,,
T,2022-02-18 13:17:06,60.42123290,22.49934375,10,19.177,,12.450,253,24,43,,
T,2022-02-18 13:17:07,60.42120238,22.49913524,10,19.334,,12.470,252,23,43,,
T,2022-02-18 13:17:08,60.42117072,22.49893660,10,19.720,,11.730,252,25,43,,
T,2022-02-18 13:17:09,60.42114247,22.49873727,10,19.887,,11.460,252,26,43,,
T,2022-02-18 13:17:10,60.42110664,22.49854078,10,20.047,,11.340,252,27,43,,
T,2022-02-18 13:17:11,60.42106781,22.49834327,10,20.443,,11.480,251,27,43,,
T,2022-02-18 13:17:12,60.42103575,22.49814788,10,20.577,,11.410,251,27,43,,
T,2022-02-18 13:17:13,60.42100477,22.49794274,10,21.409,,11.480,252,27,43,,
T,2022-02-18 13:17:14,60.42096659,22.49773402,10,21.469,,12.020,250,25,43,,
T,2022-02-18 13:17:15,60.42092871,22.49753082,10,22.008,,12.310,251,26,43,,
T,2022-02-18 13:17:16,60.42089143,22.49731677,10,22.259,,12.610,251,26,43,,
T,2022-02-18 13:17:17,60.42085659,22.49709809,10,21.696,,13.000,251,27,43,,
T,2022-02-18 13:17:18,60.42081996,22.49688214,10,21.978,,12.450,251,28,43,,
T,2022-02-18 13:17:19,60.42078134,22.49666874,10,22.200,,11.830,252,28,43,,
T,2022-02-18 13:17:20,60.42074822,22.49645637,10,21.901,,11.810,252,29,43,,
T,2022-02-18 13:17:21,60.42071822,22.49625311,10,21.857,,11.820,252,29,43,,
T,2022-02-18 13:17:22,60.42068373,22.49603915,10,21.434,,12.070,252,29,43,,
T,2022-02-18 13:17:23,60.42064505,22.49582941,10,21.969,,12.610,252,26,43,,
T,2022-02-18 13:17:24,60.42058877,22.49560297,10,22.253,,13.880,245,25,43,,
T,2022-02-18 13:17:25,60.42055436,22.49536273,10,22.087,,14.180,254,24,43,,
T,2022-02-18 13:17:26,60.42052414,22.49512482,10,21.998,,13.750,257,24,43,,
T,2022-02-18 13:17:27,60.42048852,22.49489811,10,21.971,,13.500,254,21,43,,
T,2022-02-18 13:17:28,60.42047406,22.49463782,10,21.392,,14.000,256,22,43,,
T,2022-02-18 13:17:29,60.42044820,22.49440429,10,20.198,,13.380,260,21,43,,
T,2022-02-18 13:17:30,60.42041225,22.49415833,10,19.669,,14.140,258,22,43,,
T,2022-02-18 13:17:31,60.42036612,22.49390511,11,20.028,,14.880,256,22,43,,
T,2022-02-18 13:17:32,60.42034724,22.49362506,10,19.574,,15.560,259,20,43,,
T,2022-02-18 13:17:33,60.42032160,22.49333298,10,18.324,,16.690,260,20,43,,
T,2022-02-18 13:17:34,60.42027593,22.49299534,10,18.329,,19.840,254,21,43,,
T,2022-02-18 13:17:35,60.42023744,22.49261567,10,17.712,,22.370,258,22,43,,
T,2022-02-18 13:17:36,60.42020871,22.49219466,10,17.719,,24.220,264,21,43,,
T,2022-02-18 13:17:37,60.42018009,22.49178310,10,17.383,,23.160,267,22,43,,
T,2022-02-18 13:17:38,60.42017631,22.49138206,10,17.355,,22.390,265,22,43,,
T,2022-02-18 13:17:39,60.42015301,22.49097561,10,15.341,,21.990,265,24,43,,
T,2022-02-18 13:17:40,60.42014840,22.49058870,10,15.235,,21.540,266,25,43,,
T,2022-02-18 13:17:41,60.42014616,22.49020334,10,15.961,,21.040,268,23,43,,
T,2022-02-18 13:17:42,60.42014366,22.48982484,10,15.930,,20.520,269,24,43,,
T,2022-02-18 13:17:43,60.42014132,22.48945105,10,15.476,,20.270,269,24,43,,
T,2022-02-18 13:17:44,60.42015242,22.48906786,10,14.856,,21.520,273,25,43,,
T,2022-02-18 13:17:45,60.42015691,22.48866564,10,14.766,,21.910,272,25,43,,
T,2022-02-18 13:17:46,60.42014240,22.48832881,11,14.266,,19.410,269,27,43,,
T,2022-02-18 13:17:47,60.42013051,22.48798839,11,14.109,,18.860,269,28,43,,
T,2022-02-18 13:17:48,60.42015506,22.48765640,10,14.760,,19.010,274,26,43,,
T,2022-02-18 13:17:49,60.42016629,22.48730287,10,15.728,,19.190,273,27,43,,
T,2022-02-18 13:17:50,60.42017426,22.48696046,10,15.747,,19.170,272,25,43,,
T,2022-02-18 13:17:51,60.42019194,22.48661562,10,16.270,,19.210,273,27,43,,
T,2022-02-18 13:17:52,60.42019544,22.48626816,10,16.144,,19.200,272,26,43,,
T,2022-02-18 13:17:53,60.42020492,22.48592105,10,16.964,,19.270,272,25,43,,
T,2022-02-18 13:17:54,60.42020572,22.48557326,10,16.430,,19.370,272,25,43,,
T,2022-02-18 13:17:55,60.42020868,22.48522424,10,16.992,,19.370,272,25,43,,
T,2022-02-18 13:17:56,60.42022012,22.48487464,10,17.614,,19.410,273,24,43,,
T,2022-02-18 13:17:57,60.42023885,22.48452426,10,18.652,,19.300,273,24,43,,
T,2022-02-18 13:17:58,60.42024852,22.48417381,10,18.982,,19.300,273,25,43,,
T,2022-02-18 13:17:59,60.42025715,22.48382599,10,19.388,,19.200,273,25,43,,
T,2022-02-18 13:18:00,60.42026625,22.48346967,10,19.978,,19.400,273,25,43,,
T,2022-02-18 13:18:01,60.42027472,22.48312322,10,20.227,,19.310,273,25,43,,
T,2022-02-18 13:18:02,60.42028811,22.48276750,10,20.640,,19.340,274,24,43,,
T,2022-02-18 13:18:03,60.42030022,22.48241688,10,21.614,,19.410,273,24,43,,
T,2022-02-18 13:18:04,60.42031071,22.48206597,10,22.045,,19.400,273,24,43,,
T,2022-02-18 13:18:05,60.42031486,22.48171599,10,21.501,,19.320,273,24,43,,
T,2022-02-18 13:18:06,60.42032053,22.48136857,10,21.590,,19.370,273,24,42,,
T,2022-02-18 13:18:07,60.42032352,22.48101742,10,21.293,,19.390,272,24,43,,
T,2022-02-18 13:18:08,60.42032822,22.48066676,10,21.994,,19.420,273,25,43,,
T,2022-02-18 13:18:09,60.42033556,22.48031778,10,23.392,,19.390,273,26,42,,
T,2022-02-18 13:18:10,60.42035052,22.47997229,10,22.644,,19.290,273,26,43,,
T,2022-02-18 13:18:11,60.42036147,22.47961980,10,22.921,,19.240,273,26,43,,
T,2022-02-18 13:18:12,60.42036763,22.47926860,10,23.726,,19.150,273,27,43,,
T,2022-02-18 13:18:13,60.42038016,22.47892328,10,23.851,,19.380,273,26,43,,
T,2022-02-18 13:18:14,60.42037776,22.47857660,10,23.146,,19.330,271,24,43,,
T,2022-02-18 13:18:15,60.42038881,22.47822800,10,22.628,,19.410,273,23,43,,
T,2022-02-18 13:18:16,60.42039862,22.47787132,10,23.111,,19.430,273,23,43,,
T,2022-02-18 13:18:17,60.42040790,22.47752252,10,23.480,,19.440,273,25,43,,
T,2022-02-18 13:18:18,60.42041286,22.47717114,10,23.513,,19.410,273,25,43,,
T,2022-02-18 13:18:19,60.42042255,22.47681685,10,23.571,,19.310,273,25,43,,
T,2022-02-18 13:18:20,60.42043241,22.47646665,10,23.883,,19.290,273,25,43,,
T,2022-02-18 13:18:21,60.42044101,22.47611225,10,23.932,,19.350,273,25,43,,
T,2022-02-18 13:18:22,60.42045405,22.47576277,10,24.083,,19.160,274,25,43,,
T,2022-02-18 13:18:23,60.42046188,22.47540965,10,23.690,,19.410,272,25,43,,
T,2022-02-18 13:18:24,60.42046607,22.47505984,10,23.960,,19.440,272,26,43,,
T,2022-02-18 13:18:25,60.42047272,22.47470598,10,24.402,,19.410,273,26,43,,
T,2022-02-18 13:18:26,60.42047654,22.47435026,10,24.262,,19.400,272,26,43,,
T,2022-02-18 13:18:27,60.42048580,22.47400237,10,24.250,,19.240,273,26,43,,
T,2022-02-18 13:18:28,60.42049911,22.47365526,10,23.571,,19.300,273,26,43,,
T,2022-02-18 13:18:29,60.42049934,22.47330095,10,23.033,,19.490,272,26,43,,
T,2022-02-18 13:18:30,60.42050395,22.47295129,10,22.707,,19.120,273,26,43,,
T,2022-02-18 13:18:31,60.42051228,22.47259503,10,22.952,,19.440,273,27,43,,
T,2022-02-18 13:18:32,60.42052102,22.47225181,10,22.924,,19.220,273,26,43,,
T,2022-02-18 13:18:33,60.42052840,22.47190226,10,22.642,,19.290,273,26,43,,
T,2022-02-18 13:18:34,60.42054234,22.47154960,10,23.295,,19.350,273,25,43,,
T,2022-02-18 13:18:35,60.42054959,22.47118675,10,22.796,,19.340,273,27,43,,
T,2022-02-18 13:18:36,60.42054697,22.47084318,10,22.450,,19.370,273,27,43,,
T,2022-02-18 13:18:37,60.42055489,22.47048846,10,22.534,,19.410,272,27,43,,
T,2022-02-18 13:18:38,60.42056347,22.47013851,10,23.460,,19.290,272,26,43,,
T,2022-02-18 13:18:39,60.42057305,22.46978740,10,23.926,,19.380,273,26,43,,
T,2022-02-18 13:18:40,60.42058690,22.46944852,10,24.167,,19.290,273,29,43,,
T,2022-02-18 13:18:41,60.42060023,22.46909612,10,25.742,,19.250,272,30,43,,
T,2022-02-18 13:18:42,60.42060963,22.46874298,10,26.746,,19.680,272,30,43,,
T,2022-02-18 13:18:43,60.42062580,22.46839807,10,26.785,,19.040,274,30,43,,
T,2022-02-18 13:18:44,60.42063930,22.46805183,10,26.916,,19.100,275,29,43,,
T,2022-02-18 13:18:45,60.42063871,22.46770129,10,27.923,,19.340,271,23,43,,
T,2022-02-18 13:18:46,60.42063706,22.46734059,10,28.337,,20.150,269,23,43,,
T,2022-02-18 13:18:47,60.42065782,22.46701111,10,28.731,,18.910,275,23,43,,
T,2022-02-18 13:18:48,60.42066315,22.46665571,10,28.175,,19.290,271,21,43,,
T,2022-02-18 13:18:49,60.42067157,22.46632219,10,29.732,,19.260,273,21,43,,
T,2022-02-18 13:18:50,60.42068384,22.46597573,10,30.670,,19.300,273,32,43,,
T,2022-02-18 13:18:51,60.42069416,22.46562144,10,31.261,,19.320,273,32,43,,
T,2022-02-18 13:18:52,60.42070085,22.46527167,10,31.869,,19.280,272,32,43,,
T,2022-02-18 13:18:53,60.42071586,22.46493462,10,29.577,,19.410,274,33,43,,
T,2022-02-18 13:18:54,60.42072424,22.46458019,10,30.724,,19.260,273,33,43,,
T,2022-02-18 13:18:55,60.42073479,22.46422347,10,32.112,,19.320,274,33,43,,
T,2022-02-18 13:18:56,60.42074040,22.46387266,10,32.763,,19.370,273,32,43,,
T,2022-02-18 13:18:57,60.42075009,22.46351613,10,33.311,,19.520,273,23,43,,
T,2022-02-18 13:18:58,60.42075718,22.46316282,10,34.034,,19.290,272,23,43,,
T,2022-02-18 13:18:59,60.42076490,22.46280608,10,34.598,,19.480,271,24,43,,
T,2022-02-18 13:19:00,60.42076658,22.46245787,10,34.896,,19.340,269,24,43,,
T,2022-02-18 13:19:01,60.42076787,22.46209619,10,35.123,,19.490,269,24,43,,
T,2022-02-18 13:19:02,60.42076085,22.46174058,10,35.389,,19.360,267,14,43,,
T,2022-02-18 13:19:03,60.42075172,22.46139680,10,35.746,,19.350,266,14,43,,
T,2022-02-18 13:19:04,60.42074047,22.46104778,10,36.684,,19.420,265,22,43,,
T,2022-02-18 13:19:05,60.42072425,22.46069750,10,36.534,,19.390,264,22,43,,
T,2022-02-18 13:19:06,60.42070505,22.46034675,10,36.758,,19.430,264,22,43,,
T,2022-02-18 13:19:07,60.42068159,22.45999695,10,36.914,,19.370,263,22,43,,
T,2022-02-18 13:19:08,60.42065494,22.45964523,10,37.298,,19.370,261,32,43,,
T,2022-02-18 13:19:09,60.42062571,22.45930412,10,37.730,,19.340,260,32,43,,
T,2022-02-18 13:19:10,60.42059800,22.45894922,10,38.099,,19.770,260,32,43,,
T,2022-02-18 13:19:11,60.42056453,22.45863007,10,37.887,,18.210,260,32,43,,
T,2022-02-18 13:19:12,60.42053176,22.45827099,10,38.271,,19.770,260,31,43,,
T,2022-02-18 13:19:13,60.42048837,22.45794477,10,38.386,,19.450,254,31,43,,
T,2022-02-18 13:19:14,60.42043522,22.45759664,10,37.998,,19.450,255,29,43,,
T,2022-02-18 13:19:15,60.42038083,22.45726867,10,37.618,,19.500,251,28,43,,
T,2022-02-18 13:19:16,60.42033692,22.45693384,10,38.650,,19.350,252,27,43,,
T,2022-02-18 13:19:17,60.42027513,22.45659693,10,39.310,,19.450,251,30,43,,
T,2022-02-18 13:19:18,60.42022094,22.45627124,10,39.462,,19.100,250,31,43,,
T,2022-02-18 13:19:19,60.42016137,22.45593751,10,40.284,,19.510,248,31,43,,
T,2022-02-18 13:19:20,60.42009811,22.45561020,10,40.446,,19.330,248,31,43,,
T,2022-02-18 13:19:21,60.42002721,22.45528786,10,40.568,,19.330,246,31,43,,
T,2022-02-18 13:19:22,60.41995381,22.45497112,10,40.765,,19.410,246,31,43,,
T,2022-02-18 13:19:23,60.41988125,22.45465002,10,40.881,,19.310,246,31,43,,
T,2022-02-18 13:19:24,60.41981009,22.45432981,10,41.198,,19.390,245,31,43,,
T,2022-02-18 13:19:25,60.41974241,22.45401402,10,41.958,,19.450,245,32,43,,
T,2022-02-18 13:19:26,60.41966827,22.45368972,10,42.592,,19.660,245,31,43,,
T,2022-02-18 13:19:27,60.41959807,22.45336029,10,42.938,,20.050,245,31,43,,
T,2022-02-18 13:19:28,60.41954618,22.45303825,10,42.262,,18.980,250,31,43,,
T,2022-02-18 13:19:29,60.41948172,22.45271472,10,41.248,,19.100,249,30,43,,
T,2022-02-18 13:19:30,60.41941044,22.45237878,10,41.499,,20.330,247,30,43,,
T,2022-02-18 13:19:31,60.41935056,22.45205852,10,41.736,,19.080,250,27,43,,
T,2022-02-18 13:19:32,60.41929041,22.45174150,11,41.469,,18.970,248,27,42,,
T,2022-02-18 13:19:33,60.41922752,22.45140737,11,41.773,,19.410,249,24,43,,
T,2022-02-18 13:19:34,60.41914540,22.45108534,11,37.177,,19.830,246,21,43,,
T,2022-02-18 13:19:35,60.41907099,22.45075849,11,37.437,,19.880,246,17,43,,
T,2022-02-18 13:19:36,60.41900061,22.45044786,11,39.309,,19.700,247,18,43,,
T,2022-02-18 13:19:37,60.41893603,22.45012578,11,40.685,,18.870,248,20,43,,
T,2022-02-18 13:19:38,60.41885726,22.44979879,11,40.499,,19.220,247,22,43,,
T,2022-02-18 13:19:40,60.41871440,22.44913240,11,40.548,,19.550,247,23,43,,
T,2022-02-18 13:19:41,60.41864104,22.44881312,11,40.186,,19.520,247,23,43,,
T,2022-02-18 13:19:42,60.41858131,22.44849159,11,40.262,,19.060,248,23,43,,
T,2022-02-18 13:19:43,60.41852074,22.44817559,11,39.203,,19.690,246,23,43,,
T,2022-02-18 13:19:44,60.41844891,22.44785551,11,38.315,,19.500,246,23,43,,
T,2022-02-18 13:19:45,60.41838874,22.44754877,10,36.584,,18.960,247,25,43,,
T,2022-02-18 13:19:46,60.41832504,22.44722231,10,37.008,,19.640,247,25,43,,
T,2022-02-18 13:19:47,60.41825575,22.44689972,10,36.121,,19.430,248,25,43,,
T,2022-02-18 13:19:48,60.41819736,22.44657537,10,36.068,,19.270,248,25,43,,
T,2022-02-18 13:19:49,60.41812799,22.44625700,11,35.423,,18.810,247,25,43,,
T,2022-02-18 13:19:50,60.41805997,22.44592684,11,34.991,,19.830,248,26,43,,
T,2022-02-18 13:19:51,60.41800189,22.44560659,11,35.504,,19.350,248,26,43,,
T,2022-02-18 13:19:52,60.41794388,22.44527834,10,34.587,,19.870,249,27,43,,
T,2022-02-18 13:19:53,60.41787733,22.44494798,10,34.403,,19.540,248,27,43,,
T,2022-02-18 13:19:54,60.41781359,22.44462963,10,34.151,,19.400,248,25,43,,
T,2022-02-18 13:19:55,60.41773511,22.44430757,11,34.642,,19.620,247,25,43,,
T,2022-02-18 13:19:56,60.41768363,22.44396785,11,34.024,,19.350,251,22,43,,
T,2022-02-18 13:19:57,60.41763166,22.44365081,11,34.301,,19.530,251,21,43,,
T,2022-02-18 13:19:58,60.41758276,22.44331790,11,33.327,,19.470,252,22,43,,
T,2022-02-18 13:20:00,60.41747924,22.44260187,11,33.703,,19.870,256,25,43,,
T,2022-02-18 13:20:01,60.41744556,22.44227559,11,33.084,,19.020,257,27,43,,
T,2022-02-18 13:20:02,60.41740770,22.44194487,11,33.213,,19.090,257,27,43,,
T,2022-02-18 13:20:03,60.41736569,22.44159499,11,32.991,,19.380,256,27,43,,
T,2022-02-18 13:20:04,60.41732704,22.44126519,11,33.271,,19.220,256,25,43,,
T,2022-02-18 13:20:05,60.41728179,22.44091004,11,33.614,,19.530,256,25,43,,
T,2022-02-18 13:20:06,60.41724499,22.44056797,11,33.810,,19.270,257,24,43,,
T,2022-02-18 13:20:07,60.41720784,22.44023058,11,33.252,,19.320,257,25,43,,
T,2022-02-18 13:20:08,60.41717085,22.43989818,11,33.283,,19.580,257,25,43,,
T,2022-02-18 13:20:09,60.41711976,22.43953909,11,34.307,,19.770,256,25,43,,
T,2022-02-18 13:20:10,60.41708379,22.43918927,11,34.278,,19.500,257,26,43,,
T,2022-02-18 13:20:11,60.41705366,22.43885852,11,33.825,,18.920,258,26,43,,
T,2022-02-18 13:20:12,60.41701146,22.43851683,10,33.970,,19.170,256,27,43,,
T,2022-02-18 13:20:13,60.41697044,22.43818621,10,33.583,,19.000,254,27,43,,
T,2022-02-18 13:20:14,60.41691879,22.43784216,10,34.069,,19.950,252,27,43,,
T,2022-02-18 13:20:15,60.41687430,22.43750367,10,33.736,,19.060,254,25,43,,
T,2022-02-18 13:20:16,60.41681973,22.43715277,10,33.634,,19.650,253,25,42,,
T,2022-02-18 13:20:17,60.41676764,22.43682895,10,34.188,,18.740,252,25,43,,
T,2022-02-18 13:20:18,60.41670730,22.43649982,11,34.455,,18.900,251,24,43,,
T,2022-02-18 13:20:19,60.41664569,22.43619598,10,34.851,,17.680,249,24,43,,
T,2022-02-18 13:20:20,60.41657746,22.43588810,10,35.122,,18.410,247,24,43,,
T,2022-02-18 13:20:21,60.41651242,22.43557848,10,34.857,,18.440,246,26,43,,
T,2022-02-18 13:20:22,60.41643922,22.43527490,10,34.730,,18.500,244,26,43,,
T,2022-02-18 13:20:23,60.41635984,22.43496970,10,35.035,,18.880,242,26,44,,
T,2022-02-18 13:20:24,60.41628836,22.43467294,10,35.351,,18.730,243,26,44,,
T,2022-02-18 13:20:25,60.41621226,22.43437014,10,35.869,,18.860,242,26,44,,
T,2022-02-18 13:20:26,60.41613034,22.43405849,10,35.202,,19.160,243,26,44,,
T,2022-02-18 13:20:27,60.41605745,22.43376613,10,35.166,,18.520,242,26,44,,
T,2022-02-18 13:20:28,60.41597553,22.43347317,10,34.980,,18.760,240,26,44,,
T,2022-02-18 13:20:29,60.41588688,22.43318497,10,35.121,,18.480,237,25,44,,
T,2022-02-18 13:20:30,60.41580893,22.43291047,10,35.013,,17.920,240,26,44,,
T,2022-02-18 13:20:31,60.41569775,22.43264144,10,35.352,,18.900,231,26,44,,
T,2022-02-18 13:20:32,60.41562086,22.43239686,10,34.415,,17.690,231,26,44,,
T,2022-02-18 13:20:33,60.41551068,22.43214490,10,33.941,,17.610,229,26,44,,
T,2022-02-18 13:20:34,60.41541475,22.43192230,10,34.276,,16.600,229,24,44,,
T,2022-02-18 13:20:35,60.41531999,22.43168671,10,33.897,,16.310,230,23,44,,
T,2022-02-18 13:20:36,60.41522164,22.43144658,10,33.954,,16.140,230,21,44,,
