type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-02-18 12:47:26.144,60.38235297,22.77686972,8,36.987,,0.000,,8,43,20220218-144726,GPS Logger: 20220218-144726 - Jee
T,2022-02-18 12:47:27,60.38235165,22.77682090,5,51.237,,0.230,61,7,43,,
T,2022-02-18 12:47:29,60.38234862,22.77684805,4,54.446,,0.000,,26,44,,
T,2022-02-18 12:47:30,60.38235192,22.77684970,5,53.619,,0.000,,26,44,,
T,2022-02-18 12:47:31,60.38234911,22.77685704,4,53.068,,0.000,,26,44,,
T,2022-02-18 12:47:32,60.38235048,22.77686023,4,53.123,,0.000,,26,44,,
T,2022-02-18 12:47:33,60.38235068,22.77685998,4,52.589,,0.000,,27,44,,
T,2022-02-18 12:47:34,60.38234997,22.77686144,4,52.755,,0.000,,27,44,,
T,2022-02-18 12:47:35,60.38234945,22.77686313,4,52.912,,0.000,,25,44,,
T,2022-02-18 12:47:36,60.38234961,22.77686301,5,53.220,,0.000,,19,44,,
T,2022-02-18 12:47:37,60.38234873,22.77686700,4,53.051,,0.000,,19,44,,
T,2022-02-18 12:47:38,60.38234923,22.77686782,4,53.363,,0.000,,21,44,,
T,2022-02-18 12:47:39,60.38234779,22.77686604,4,52.651,,0.000,,21,44,,
T,2022-02-18 12:47:40,60.38234831,22.77686622,5,52.661,,0.000,,21,44,,
T,2022-02-18 12:47:41,60.38234788,22.77686772,5,52.687,,0.000,,21,44,,
T,2022-02-18 12:47:42,60.38234814,22.77686786,5,52.898,,0.000,,23,44,,
T,2022-02-18 12:47:43,60.38234789,22.77686762,5,52.953,,0.000,,24,44,,
T,2022-02-18 12:47:44,60.38234775,22.77686780,5,52.971,,0.000,,17,44,,
T,2022-02-18 12:47:45,60.38234776,22.77686784,4,52.946,,0.000,,16,44,,
T,2022-02-18 12:47:46,60.38234758,22.77686820,4,52.924,,0.000,,17,44,,
T,2022-02-18 12:47:47,60.38234758,22.77686821,4,52.928,,0.000,,17,44,,
T,2022-02-18 12:47:48,60.38234781,22.77686794,4,52.913,,0.000,,16,44,,
T,2022-02-18 12:47:49,60.38234788,22.77686793,4,52.884,,0.000,,16,44,,
T,2022-02-18 12:47:50,60.38234820,22.77686759,4,52.858,,0.000,,15,44,,
T,2022-02-18 12:47:51,60.38234823,22.77686780,4,52.795,,0.000,,15,44,,
T,2022-02-18 12:47:52,60.38234827,22.77686775,4,52.807,,0.000,,15,43,,
T,2022-02-18 12:47:53,60.38234815,22.77686761,4,52.899,,0.000,,16,44,,
T,2022-02-18 12:47:54,60.38234793,22.77686778,5,52.872,,0.000,,16,44,,
T,2022-02-18 12:47:55,60.38234793,22.77686779,5,52.874,,0.000,,16,44,,
T,2022-02-18 12:47:56,60.38234820,22.77686792,4,53.007,,0.000,,16,44,,
T,2022-02-18 12:47:57,60.38234800,22.77686809,5,53.016,,0.000,,25,44,,
T,2022-02-18 12:47:58,60.38234801,22.77686805,5,53.013,,0.000,,25,44,,
T,2022-02-18 12:47:59,60.38235429,22.77685697,5,53.685,,0.700,252,24,44,,
T,2022-02-18 12:48:00,60.38236525,22.77683318,4,54.809,,1.900,294,23,44,,
T,2022-02-18 12:48:01,60.38237195,22.77679808,4,55.310,,1.880,241,24,44,,
T,2022-02-18 12:48:02,60.38237849,22.77677261,4,55.617,,1.810,281,24,44,,
T,2022-02-18 12:48:03,60.38238011,22.77674383,4,56.332,,1.550,271,15,44,,
T,2022-02-18 12:48:04,60.38238209,22.77673015,4,56.661,,0.820,255,15,44,,
T,2022-02-18 12:48:05,60.38238102,22.77671841,4,56.216,,0.810,255,15,44,,
T,2022-02-18 12:48:06,60.38237481,22.77670792,4,55.240,,0.720,254,16,44,,
T,2022-02-18 12:48:07,60.38236316,22.77672299,5,53.963,,0.000,,16,44,,
T,2022-02-18 12:48:08,60.38235782,22.77673069,5,53.572,,0.000,,16,44,,
T,2022-02-18 12:48:09,60.38235945,22.77673114,5,53.726,,0.000,,16,44,,
T,2022-02-18 12:48:10,60.38235864,22.77673452,5,53.198,,0.000,,16,44,,
T,2022-02-18 12:48:11,60.38235957,22.77673517,5,53.313,,0.000,,16,44,,
T,2022-02-18 12:48:12,60.38236250,22.77673703,5,53.500,,0.000,,14,44,,
T,2022-02-18 12:48:13,60.38236402,22.77673632,5,53.400,,0.000,,14,44,,
T,2022-02-18 12:48:14,60.38236296,22.77673539,5,53.638,,0.000,,14,44,,
T,2022-02-18 12:48:15,60.38236388,22.77673823,5,53.563,,0.000,,14,44,,
T,2022-02-18 12:48:16,60.38236349,22.77674051,4,53.557,,0.000,,15,44,,
T,2022-02-18 12:48:17,60.38236270,22.77674110,4,53.498,,0.000,,15,44,,
T,2022-02-18 12:48:18,60.38236288,22.77674098,4,53.561,,0.000,,16,44,,
T,2022-02-18 12:48:19,60.38236306,22.77674005,4,53.592,,0.000,,24,44,,
T,2022-02-18 12:48:20,60.38236327,22.77674010,4,53.552,,0.000,,24,44,,
T,2022-02-18 12:48:21,60.38236320,22.77673973,4,53.555,,0.000,,24,44,,
T,2022-02-18 12:48:22,60.38236285,22.77673969,4,53.399,,0.000,,24,44,,
T,2022-02-18 12:48:23,60.38236267,22.77673981,4,53.345,,0.000,,24,44,,
T,2022-02-18 12:48:24,60.38236243,22.77673995,4,53.260,,0.000,,22,44,,
T,2022-02-18 12:48:25,60.38236236,22.77674056,4,53.183,,0.000,,15,44,,
T,2022-02-18 12:48:26,60.38236230,22.77674079,4,53.185,,0.000,,15,44,,
T,2022-02-18 12:48:27,60.38236228,22.77674086,4,53.185,,0.000,,16,44,,
T,2022-02-18 12:48:28,60.38236228,22.77674086,4,53.184,,0.000,,16,44,,
T,2022-02-18 12:48:29,60.38236230,22.77674096,10,53.177,,0.000,,16,44,,
T,2022-02-18 12:48:30,60.38236272,22.77674121,10,53.159,,0.000,,16,44,,
T,2022-02-18 12:48:31,60.38236295,22.77674115,10,53.136,,0.000,,16,44,,
T,2022-02-18 12:48:32,60.38236300,22.77674113,10,53.138,,0.000,,16,44,,
T,2022-02-18 12:48:33,60.38236280,22.77674105,10,53.146,,0.000,,16,44,,
T,2022-02-18 12:48:34,60.38236282,22.77674094,10,53.131,,0.000,,16,44,,
T,2022-02-18 12:48:35,60.38236281,22.77674094,10,53.132,,0.000,,16,44,,
T,2022-02-18 12:48:36,60.38236258,22.77674084,10,53.136,,0.000,,15,44,,
T,2022-02-18 12:48:37,60.38236254,22.77674084,10,53.137,,0.000,,15,44,,
T,2022-02-18 12:48:38,60.38236248,22.77674086,10,53.144,,0.000,,16,44,,
T,2022-02-18 12:48:39,60.38236077,22.77674193,10,52.990,,0.000,,16,44,,
T,2022-02-18 12:48:40,60.38235990,22.77674225,10,52.988,,0.000,,25,44,,
T,2022-02-18 12:48:41,60.38235927,22.77674239,10,52.986,,0.000,,25,44,,
T,2022-02-18 12:48:42,60.38235850,22.77674253,10,52.981,,0.000,,25,44,,
T,2022-02-18 12:48:43,60.38235810,22.77674254,10,52.982,,0.000,,25,44,,
T,2022-02-18 12:48:44,60.38235800,22.77674256,10,52.978,,0.000,,24,44,,
T,2022-02-18 12:48:45,60.38235795,22.77674258,10,52.974,,0.000,,25,44,,
T,2022-02-18 12:48:46,60.38235801,22.77674259,10,52.978,,0.000,,16,44,,
T,2022-02-18 12:48:47,60.38235801,22.77674255,10,52.974,,0.000,,17,44,,
T,2022-02-18 12:48:48,60.38235803,22.77674255,10,52.973,,0.000,,17,44,,
T,2022-02-18 12:48:49,60.38235811,22.77674258,10,52.971,,0.000,,17,44,,
T,2022-02-18 12:48:50,60.38236110,22.77674145,10,53.326,,0.000,,17,44,,
T,2022-02-18 12:48:51,60.38236286,22.77674060,10,53.477,,0.000,,25,44,,
T,2022-02-18 12:48:52,60.38236339,22.77674026,10,53.512,,0.000,,26,44,,
T,2022-02-18 12:48:53,60.38236324,22.77674038,10,53.454,,0.000,,26,44,,
T,2022-02-18 12:48:54,60.38236284,22.77674052,11,53.370,,0.000,,26,44,,
T,2022-02-18 12:48:55,60.38236368,22.77674039,11,53.503,,0.000,,26,44,,
T,2022-02-18 12:48:56,60.38236448,22.77674000,11,53.600,,0.000,,25,44,,
T,2022-02-18 12:48:57,60.38236617,22.77673960,11,53.801,,0.000,,24,44,,
T,2022-02-18 12:48:58,60.38236656,22.77673954,11,53.799,,0.000,,23,44,,
T,2022-02-18 12:48:59,60.38236676,22.77673923,11,53.836,,0.000,,24,44,,
T,2022-02-18 12:49:00,60.38236651,22.77673923,11,53.785,,0.000,,24,44,,
T,2022-02-18 12:49:01,60.38236621,22.77673921,11,53.749,,0.000,,24,44,,
T,2022-02-18 12:49:02,60.38236630,22.77673901,10,53.783,,0.000,,23,44,,
T,2022-02-18 12:49:03,60.38236642,22.77673896,10,53.790,,0.000,,22,44,,
T,2022-02-18 12:49:04,60.38236647,22.77673894,10,53.793,,0.000,,22,44,,
T,2022-02-18 12:49:05,60.38236663,22.77673878,10,53.821,,0.000,,23,44,,
T,2022-02-18 12:49:06,60.38236668,22.77673866,10,53.834,,0.000,,23,44,,
T,2022-02-18 12:49:07,60.38236671,22.77673866,10,53.829,,0.000,,23,44,,
T,2022-02-18 12:49:08,60.38236645,22.77673913,10,53.755,,0.000,,23,44,,
T,2022-02-18 12:49:09,60.38236660,22.77673898,10,53.806,,0.000,,23,43,,
T,2022-02-18 12:49:10,60.38236663,22.77673895,10,53.804,,0.000,,23,44,,
T,2022-02-18 12:49:11,60.38236669,22.77673890,10,53.814,,0.000,,23,44,,
T,2022-02-18 12:49:12,60.38236669,22.77673876,10,53.821,,0.000,,23,44,,
T,2022-02-18 12:49:13,60.38236670,22.77673863,11,53.832,,0.000,,23,44,,
T,2022-02-18 12:49:14,60.38236675,22.77673853,11,53.838,,0.000,,25,44,,
T,2022-02-18 12:49:15,60.38236680,22.77673847,11,53.839,,0.000,,24,44,,
T,2022-02-18 12:49:16,60.38236680,22.77673850,11,53.832,,0.000,,24,44,,
T,2022-02-18 12:49:17,60.38236682,22.77673850,11,53.834,,0.000,,25,44,,
T,2022-02-18 12:49:18,60.38236684,22.77673845,11,53.837,,0.000,,26,44,,
T,2022-02-18 12:49:19,60.38236689,22.77673839,11,53.841,,0.000,,26,44,,
T,2022-02-18 12:49:20,60.38236690,22.77673835,11,53.839,,0.000,,25,44,,
T,2022-02-18 12:49:21,60.38236688,22.77673851,11,53.829,,0.000,,25,44,,
T,2022-02-18 12:49:22,60.38236690,22.77673852,11,53.832,,0.000,,25,44,,
T,2022-02-18 12:49:23,60.38236693,22.77673846,12,53.837,,0.000,,24,44,,
T,2022-02-18 12:49:24,60.38236695,22.77673846,11,53.833,,0.000,,25,44,,
T,2022-02-18 12:49:25,60.38236694,22.77673850,11,53.830,,0.000,,26,44,,
T,2022-02-18 12:49:26,60.38236696,22.77673850,11,53.830,,0.000,,25,44,,
T,2022-02-18 12:49:27,60.38236698,22.77673846,11,53.830,,0.000,,26,44,,
T,2022-02-18 12:49:28,60.38236700,22.77673842,11,53.832,,0.000,,26,44,,
T,2022-02-18 12:49:29,60.38236701,22.77673838,11,53.833,,0.000,,25,44,,
T,2022-02-18 12:49:30,60.38236700,22.77673839,11,53.830,,0.000,,16,44,,
T,2022-02-18 12:49:31,60.38236699,22.77673843,11,53.826,,0.000,,16,44,,
T,2022-02-18 12:49:32,60.38236702,22.77673836,11,53.832,,0.000,,16,44,,
T,2022-02-18 12:49:33,60.38236702,22.77673836,11,53.832,,0.000,,16,44,,
T,2022-02-18 12:49:34,60.38236704,22.77673833,10,53.835,,0.000,,15,44,,
T,2022-02-18 12:49:35,60.38236705,22.77673830,10,53.835,,0.000,,15,44,,
T,2022-02-18 12:49:36,60.38236706,22.77673827,10,53.839,,0.000,,16,44,,
T,2022-02-18 12:49:37,60.38236707,22.77673824,10,53.841,,0.000,,16,44,,
T,2022-02-18 12:49:38,60.38236714,22.77673813,10,53.849,,0.000,,16,44,,
T,2022-02-18 12:49:39,60.38236717,22.77673804,10,53.859,,0.000,,24,44,,
T,2022-02-18 12:49:40,60.38236717,22.77673800,10,53.858,,0.000,,23,44,,
T,2022-02-18 12:49:41,60.38236746,22.77673765,10,53.909,,0.000,,23,44,,
T,2022-02-18 12:49:42,60.38236755,22.77673753,10,53.911,,0.000,,24,44,,
T,2022-02-18 12:49:43,60.38236271,22.77669668,10,53.103,,2.380,273,26,44,,
T,2022-02-18 12:49:44,60.38236805,22.77664917,10,53.732,,3.190,278,26,44,,
T,2022-02-18 12:49:45,60.38237469,22.77657457,10,53.530,,4.780,276,26,44,,
T,2022-02-18 12:49:46,60.38238609,22.77646255,10,53.641,,5.950,274,26,44,,
T,2022-02-18 12:49:47,60.38239368,22.77633972,10,53.323,,6.950,275,27,44,,
T,2022-02-18 12:49:48,60.38239258,22.77620451,10,53.281,,8.110,273,25,44,,
T,2022-02-18 12:49:49,60.38240018,22.77605244,10,53.575,,8.880,277,25,44,,
T,2022-02-18 12:49:50,60.38240865,22.77588780,10,53.048,,9.650,275,25,44,,
T,2022-02-18 12:49:51,60.38241545,22.77571143,10,53.272,,10.160,272,24,44,,
T,2022-02-18 12:49:52,60.38241870,22.77551928,10,53.706,,10.430,273,23,44,,
T,2022-02-18 12:49:53,60.38241922,22.77532339,10,53.263,,10.440,273,22,44,,
T,2022-02-18 12:49:54,60.38242615,22.77514624,10,53.485,,9.770,273,25,44,,
T,2022-02-18 12:49:55,60.38243426,22.77498114,10,53.056,,9.340,273,26,44,,
T,2022-02-18 12:49:56,60.38244939,22.77481223,10,52.271,,9.230,280,26,44,,
T,2022-02-18 12:49:57,60.38248102,22.77466742,10,51.849,,8.770,294,28,44,,
T,2022-02-18 12:49:58,60.38250505,22.77452086,10,52.025,,8.300,291,27,44,,
T,2022-02-18 12:49:59,60.38254028,22.77439839,11,52.149,,7.660,301,28,44,,
T,2022-02-18 12:50:00,60.38261057,22.77429808,11,52.905,,8.260,321,27,44,,
T,2022-02-18 12:50:01,60.38271174,22.77419221,11,53.188,,10.250,324,26,44,,
T,2022-02-18 12:50:02,60.38281988,22.77407671,11,52.674,,11.520,332,26,44,,
T,2022-02-18 12:50:03,60.38288177,22.77397678,10,51.670,,11.070,329,16,44,,
T,2022-02-18 12:50:04,60.38297188,22.77386763,10,51.467,,11.030,328,24,44,,
T,2022-02-18 12:50:05,60.38305564,22.77376605,10,51.182,,11.310,329,25,43,,
T,2022-02-18 12:50:06,60.38314267,22.77366276,10,51.632,,11.360,331,12,44,,
T,2022-02-18 12:50:07,60.38323354,22.77357040,10,51.934,,11.210,334,13,44,,
T,2022-02-18 12:50:08,60.38332643,22.77350023,10,52.124,,11.110,340,10,44,,
T,2022-02-18 12:50:09,60.38342950,22.77344647,10,52.566,,11.230,345,14,44,,
T,2022-02-18 12:50:10,60.38352789,22.77339936,10,52.988,,11.370,347,19,44,,
T,2022-02-18 12:50:11,60.38361518,22.77336421,10,51.860,,11.430,348,14,44,,
T,2022-02-18 12:50:12,60.38371936,22.77331793,10,51.874,,11.870,349,28,44,,
T,2022-02-18 12:50:13,60.38382117,22.77326281,10,52.210,,11.980,344,29,44,,
T,2022-02-18 12:50:14,60.38391875,22.77318947,10,52.695,,11.630,339,30,44,,
T,2022-02-18 12:50:15,60.38402254,22.77310858,10,52.797,,12.270,337,31,44,,
T,2022-02-18 12:50:16,60.38411297,22.77300704,10,52.179,,12.140,331,32,44,,
T,2022-02-18 12:50:17,60.38421788,22.77290200,10,51.948,,12.720,331,32,44,,
T,2022-02-18 12:50:18,60.38432006,22.77278823,10,51.633,,12.620,327,32,44,,
T,2022-02-18 12:50:19,60.38440808,22.77266185,10,53.341,,12.500,326,29,44,,
T,2022-02-18 12:50:20,60.38450312,22.77253035,10,52.694,,12.530,325,15,44,,
T,2022-02-18 12:50:21,60.38459748,22.77239349,10,52.818,,12.530,324,16,44,,
T,2022-02-18 12:50:22,60.38468898,22.77226061,10,52.762,,12.600,322,17,44,,
T,2022-02-18 12:50:23,60.38478228,22.77212104,10,52.025,,13.040,325,21,44,,
T,2022-02-18 12:50:24,60.38487711,22.77198553,10,52.294,,13.020,326,22,44,,
T,2022-02-18 12:50:25,60.38497306,22.77185278,10,52.449,,13.120,325,22,44,,
T,2022-02-18 12:50:26,60.38506666,22.77170908,10,53.015,,12.910,323,24,44,,
T,2022-02-18 12:50:27,60.38516016,22.77156969,10,52.935,,12.970,323,24,44,,
T,2022-02-18 12:50:28,60.38525489,22.77143558,10,53.395,,13.130,325,24,44,,
T,2022-02-18 12:50:29,60.38535856,22.77130713,10,53.283,,13.220,326,24,44,,
T,2022-02-18 12:50:30,60.38544318,22.77116325,10,54.666,,12.570,325,24,44,,
T,2022-02-18 12:50:31,60.38553847,22.77104220,10,55.052,,12.380,328,17,44,,
T,2022-02-18 12:50:32,60.38563475,22.77092496,10,55.107,,12.410,331,16,44,,
T,2022-02-18 12:50:33,60.38573704,22.77082180,10,55.666,,12.430,335,12,44,,
T,2022-02-18 12:50:34,60.38584286,22.77073993,10,55.852,,12.600,341,16,44,,
T,2022-02-18 12:50:35,60.38595198,22.77068126,10,56.260,,12.720,346,11,44,,
T,2022-02-18 12:50:36,60.38607209,22.77064153,10,56.065,,13.200,352,17,44,,
T,2022-02-18 12:50:37,60.38619224,22.77062885,10,56.392,,13.430,358,17,44,,
T,2022-02-18 12:50:38,60.38631369,22.77063161,10,56.384,,13.630,2,15,44,,
T,2022-02-18 12:50:39,60.38643650,22.77064294,10,56.195,,13.840,4,12,44,,
T,2022-02-18 12:50:40,60.38655785,22.77064985,10,56.111,,13.760,2,12,44,,
T,2022-02-18 12:50:41,60.38668257,22.77064967,10,55.885,,13.930,360,13,44,,
T,2022-02-18 12:50:42,60.38680110,22.77063659,10,56.308,,13.730,356,16,44,,
T,2022-02-18 12:50:43,60.38692293,22.77060682,10,56.690,,13.760,351,16,44,,
T,2022-02-18 12:50:44,60.38704359,22.77054835,10,57.044,,13.790,354,15,44,,
T,2022-02-18 12:50:45,60.38715382,22.77046385,10,56.541,,13.990,345,15,44,,
T,2022-02-18 12:50:46,60.38726590,22.77034848,10,57.938,,14.130,339,13,44,,
T,2022-02-18 12:50:47,60.38737638,22.77023842,10,58.884,,14.120,334,13,44,,
T,2022-02-18 12:50:48,60.38747459,22.77011541,10,60.841,,13.830,332,13,44,,
T,2022-02-18 12:50:49,60.38758637,22.76998882,10,62.507,,13.710,332,16,44,,
T,2022-02-18 12:50:50,60.38769010,22.76987678,10,63.679,,13.810,335,13,44,,
T,2022-02-18 12:50:51,60.38780161,22.76975381,11,64.668,,14.070,335,14,44,,
T,2022-02-18 12:50:52,60.38790908,22.76962012,11,65.895,,14.120,335,15,44,,
T,2022-02-18 12:50:53,60.38799558,22.76948653,11,66.825,,13.740,334,14,44,,
T,2022-02-18 12:50:54,60.38805232,22.76922882,10,67.923,,14.000,324,16,44,,
T,2022-02-18 12:50:55,60.38814400,22.76907862,10,68.815,,14.070,325,15,43,,
T,2022-02-18 12:50:56,60.38824343,22.76893227,10,69.033,,14.450,326,14,44,,
T,2022-02-18 12:50:57,60.38835072,22.76877792,10,69.754,,14.710,326,16,44,,
T,2022-02-18 12:50:58,60.38845764,22.76862420,10,70.265,,14.870,327,16,44,,
T,2022-02-18 12:50:59,60.38856258,22.76847819,10,68.859,,14.910,328,16,44,,
T,2022-02-18 12:51:00,60.38867983,22.76832626,10,68.860,,15.100,328,16,44,,
T,2022-02-18 12:51:01,60.38879712,22.76818148,10,67.200,,15.380,329,13,44,,
T,2022-02-18 12:51:02,60.38891366,22.76803753,10,66.921,,15.450,329,16,44,,
T,2022-02-18 12:51:03,60.38903289,22.76788739,10,66.834,,15.490,329,13,44,,
T,2022-02-18 12:51:04,60.38914793,22.76773839,10,67.326,,15.490,328,13,44,,
T,2022-02-18 12:51:05,60.38926690,22.76758234,10,67.545,,15.510,327,14,44,,
T,2022-02-18 12:51:06,60.38938370,22.76742490,10,67.351,,15.550,327,14,44,,
T,2022-02-18 12:51:07,60.38949839,22.76727281,10,67.725,,15.560,327,16,44,,
T,2022-02-18 12:51:08,60.38962250,22.76711703,10,67.865,,15.710,329,15,44,,
T,2022-02-18 12:51:09,60.38974215,22.76697240,10,68.212,,15.780,330,13,44,,
T,2022-02-18 12:51:10,60.38986150,22.76683443,10,68.249,,15.460,331,13,44,,
T,2022-02-18 12:51:11,60.38998387,22.76671050,11,68.703,,15.160,334,13,44,,
T,2022-02-18 12:51:12,60.39010646,22.76660876,11,69.159,,14.940,338,12,44,,
T,2022-02-18 12:51:13,60.39023281,22.76651719,11,69.579,,14.700,341,10,44,,
T,2022-02-18 12:51:14,60.39035380,22.76643294,11,70.002,,14.470,342,12,44,,
T,2022-02-18 12:51:15,60.39047591,22.76635451,11,70.386,,14.360,342,11,43,,
T,2022-02-18 12:51:16,60.39059925,22.76626879,11,70.971,,14.370,340,10,44,,
T,2022-02-18 12:51:17,60.39072244,22.76617094,11,71.530,,14.360,337,11,44,,
T,2022-02-18 12:51:18,60.39082745,22.76605854,11,72.112,,14.200,333,11,44,,
T,2022-02-18 12:51:19,60.39093814,22.76593080,11,72.321,,14.270,329,10,44,,
T,2022-02-18 12:51:20,60.39104327,22.76578905,11,72.691,,14.310,326,10,44,,
T,2022-02-18 12:51:21,60.39114923,22.76563559,11,73.018,,14.480,324,11,44,,
T,2022-02-18 12:51:22,60.39125244,22.76547621,11,73.704,,14.790,322,10,44,,
T,2022-02-18 12:51:23,60.39135782,22.76530430,12,74.435,,15.040,321,11,44,,
T,2022-02-18 12:51:24,60.39146000,22.76512418,12,75.189,,15.320,320,11,44,,
T,2022-02-18 12:51:25,60.39156413,22.76494122,12,75.797,,15.700,319,12,44,,
T,2022-02-18 12:51:26,60.39165811,22.76476950,12,75.609,,15.210,317,12,44,,
T,2022-02-18 12:51:27,60.39176257,22.76462185,11,75.451,,14.500,320,10,42,,
T,2022-02-18 12:51:28,60.39186982,22.76445649,11,74.639,,14.400,319,16,44,,
T,2022-02-18 12:51:29,60.39196413,22.76428495,12,74.152,,14.070,318,12,44,,
T,2022-02-18 12:51:30,60.39202957,22.76413205,11,73.478,,13.400,317,12,44,,
T,2022-02-18 12:51:31,60.39210707,22.76397426,11,72.164,,13.420,316,13,44,,
T,2022-02-18 12:51:32,60.39220351,22.76385110,11,70.585,,13.110,317,13,44,,
T,2022-02-18 12:51:33,60.39228402,22.76370221,11,68.196,,12.900,315,18,44,,
T,2022-02-18 12:51:34,60.39236241,22.76353912,11,66.947,,12.540,315,13,44,,
T,2022-02-18 12:51:35,60.39241984,22.76339329,11,64.378,,11.860,313,17,44,,
T,2022-02-18 12:51:36,60.39248499,22.76323424,11,62.557,,11.780,310,18,44,,
T,2022-02-18 12:51:37,60.39254209,22.76306441,10,62.348,,11.600,307,14,44,,
T,2022-02-18 12:51:38,60.39259969,22.76289979,10,61.703,,11.380,305,18,44,,
T,2022-02-18 12:51:39,60.39265916,22.76273939,10,60.210,,10.990,305,15,44,,
T,2022-02-18 12:51:40,60.39271720,22.76257094,11,59.636,,10.690,304,12,44,,
T,2022-02-18 12:51:41,60.39277753,22.76242152,11,58.706,,10.630,305,14,44,,
T,2022-02-18 12:51:42,60.39282786,22.76227382,11,56.257,,10.350,303,15,44,,
T,2022-02-18 12:51:43,60.39288269,22.76212043,11,54.303,,10.410,304,15,44,,
T,2022-02-18 12:51:44,60.39293273,22.76199357,11,53.808,,10.160,305,10,44,,
T,2022-02-18 12:51:45,60.39298985,22.76184691,11,52.134,,10.180,306,13,44,,
T,2022-02-18 12:51:46,60.39304784,22.76170092,11,50.336,,10.290,308,13,44,,
T,2022-02-18 12:51:47,60.39310371,22.76155509,11,48.633,,10.500,310,13,44,,
T,2022-02-18 12:51:48,60.39317134,22.76141269,11,47.089,,10.650,313,16,44,,
T,2022-02-18 12:51:49,60.39323262,22.76127215,11,45.516,,10.720,314,12,44,,
T,2022-02-18 12:51:50,60.39329298,22.76114679,11,43.371,,10.490,315,11,44,,
T,2022-02-18 12:51:51,60.39336498,22.76102399,11,42.107,,10.240,316,13,44,,
T,2022-02-18 12:51:52,60.39342605,22.76089688,11,40.037,,10.090,316,11,44,,
T,2022-02-18 12:51:53,60.39351310,22.76076517,11,39.554,,10.420,318,13,44,,
T,2022-02-18 12:51:54,60.39358503,22.76062863,11,37.416,,11.180,318,13,44,,
T,2022-02-18 12:51:55,60.39366621,22.76049004,11,36.436,,11.770,319,11,44,,
T,2022-02-18 12:51:56,60.39375394,22.76034758,11,35.599,,12.090,320,14,44,,
T,2022-02-18 12:51:57,60.39383470,22.76020128,10,34.382,,12.450,322,14,44,,
T,2022-02-18 12:51:58,60.39392317,22.76007041,10,33.780,,12.630,326,13,44,,
T,2022-02-18 12:51:59,60.39401884,22.75994597,10,32.693,,12.800,330,13,44,,
T,2022-02-18 12:52:00,60.39411478,22.75983333,10,31.021,,12.780,332,14,44,,
T,2022-02-18 12:52:01,60.39421755,22.75973027,10,29.845,,12.630,334,14,44,,
T,2022-02-18 12:52:02,60.39431482,22.75964002,11,29.505,,11.530,336,15,44,,
T,2022-02-18 12:52:03,60.39440442,22.75955947,10,27.568,,10.460,337,12,44,,
T,2022-02-18 12:52:04,60.39449325,22.75947781,10,26.890,,10.670,337,14,44,,
T,2022-02-18 12:52:05,60.39461047,22.75938234,10,30.680,,11.940,335,14,44,,
T,2022-02-18 12:52:06,60.39471090,22.75928864,10,30.012,,11.870,335,18,44,,
T,2022-02-18 12:52:07,60.39479053,22.75917461,11,28.862,,11.630,333,18,44,,
T,2022-02-18 12:52:08,60.39491804,22.75906490,11,28.860,,13.640,334,19,44,,
T,2022-02-18 12:52:09,60.39506424,22.75894631,11,27.883,,16.000,335,19,44,,
T,2022-02-18 12:52:10,60.39517127,22.75886228,11,29.218,,14.110,339,19,44,,
T,2022-02-18 12:52:11,60.39533399,22.75873756,11,29.679,,17.600,337,19,44,,
T,2022-02-18 12:52:12,60.39545024,22.75857055,11,29.545,,16.570,333,18,44,,
T,2022-02-18 12:52:13,60.39560382,22.75843403,11,29.641,,18.310,335,17,44,,
T,2022-02-18 12:52:14,60.39577621,22.75828655,11,29.474,,18.750,335,17,44,,
T,2022-02-18 12:52:15,60.39593544,22.75814506,11,29.159,,18.370,335,18,44,,
T,2022-02-18 12:52:16,60.39605877,22.75799132,11,27.245,,17.210,333,18,44,,
T,2022-02-18 12:52:17,60.39619864,22.75786111,10,27.763,,16.370,335,20,44,,
T,2022-02-18 12:52:18,60.39633752,22.75773368,10,27.576,,15.860,334,21,44,,
T,2022-02-18 12:52:19,60.39647528,22.75762864,10,26.697,,15.600,338,21,44,,
T,2022-02-18 12:52:20,60.39660552,22.75753902,10,28.117,,15.480,344,21,44,,
T,2022-02-18 12:52:21,60.39674109,22.75747579,10,27.981,,15.680,351,21,44,,
T,2022-02-18 12:52:22,60.39687157,22.75744156,10,28.119,,15.920,353,22,44,,
T,2022-02-18 12:52:23,60.39701073,22.75740106,10,27.256,,15.950,352,22,44,,
T,2022-02-18 12:52:24,60.39715234,22.75735099,10,26.859,,16.330,350,22,44,,
T,2022-02-18 12:52:25,60.39729545,22.75729589,10,27.078,,16.450,349,22,44,,
T,2022-02-18 12:52:26,60.39744038,22.75724463,10,26.147,,16.540,349,22,44,,
T,2022-02-18 12:52:27,60.39758856,22.75719520,10,26.330,,16.950,350,21,44,,
T,2022-02-18 12:52:28,60.39773585,22.75714849,10,26.331,,16.890,351,19,44,,
T,2022-02-18 12:52:29,60.39788588,22.75710602,10,26.431,,16.890,352,18,44,,
T,2022-02-18 12:52:30,60.39803942,22.75708052,10,26.319,,17.060,356,18,44,,
T,2022-02-18 12:52:31,60.39818945,22.75704679,10,26.598,,16.540,357,20,44,,
